id,name,hotelname_en,featurehoteltype,lat,lon,single_room_price,single_room_stock,king_room_price,king_room_stock,double_bed_price,double_bed_stock,family_room_price,family_room_stock
60,安佘酒店(苏州观前街平江路店),ANSHE HOTEL,家庭房,31.309493,120.631759,407,2,451,0,490,1,666,1
61,昆山假日酒店(昆山南站店),Holiday Inn Kunshan,免费停车,31.353224,120.954567,301,2,334,3,363,2,494,1
62,苏州金普顿竹辉酒店,Kimpton Bamboo Grove Suzhou,泳池,31.294356,120.637392,1069,1,1185,1,1288,0,1752,0
63,苏州北寺塔桃花坞大街亚朵酒店,Atour Hotel Suzhou Beisita Taohuawu Street,家庭房,31.322559,120.612803,385,0,427,0,464,0,631,7
64,苏州金鸡湖中茵皇冠假日酒店,Crowne Plaza Suzhou,SPA,31.322059,120.682537,794,1,880,2,957,1,1302,0
65,苏州木渎寿桃湖亚朵酒店,Suzhou Mudu Shoutao Lake Atour Hotel,家庭房,31.273436,120.511579,327,0,362,0,394,0,536,6
66,苏州AC酒店,AC Hotel by Marriott Suzhou,免费停车,31.315103,120.619999,397,1,440,0,478,0,650,0
67,苏州高铁新城美居酒店,Mercure Suzhou High-speed Railway New Town,免费停车,31.401678,120.641163,339,1,376,1,409,3,556,2
68,苏州古运河英迪格酒店,"Hotel Indigo Suzhou Grand Canal, an IHG Hotel",泳池,31.296282,120.556326,761,2,844,0,917,0,1247,2
69,苏州洲际酒店,InterContinental Suzhou,湖畔美居,31.319345,120.710375,713,0,790,2,859,1,1168,1
70,苏州纽威丽筠酒店,Radisson Suzhou,免费停车,31.334319,120.439762,455,0,504,1,548,1,745,0
71,苏州尼依格罗酒店,Niccolo Suzhou,泳池,31.322239,120.716577,995,1,1103,1,1199,1,1631,1
72,苏州W酒店,W Suzhou,桑拿,31.31333,120.679933,995,0,1103,0,1199,1,1631,1
73,苏州凯悦酒店,Hyatt Regency Suzhou,桑拿,31.323266,120.713523,653,0,724,0,787,1,1070,0
74,苏州盛捷苏州湾服务公寓,Somerset Suzhou Bay Suzhou,免费停车,31.185491,120.585845,350,2,388,1,422,0,574,1
75,苏州柏悦酒店,Park Hyatt Suzhou,桑拿,31.313754,120.719405,1315,1,1457,1,1584,2,2154,2
76,苏州甪直智选假日酒店,Holiday Inn Express Suzhou Luzhi,免费停车,31.2586,120.866044,344,3,381,1,414,1,563,1
77,苏州华侨饭店(三香广场地铁站店),Suzhou Overseas Chinese Hotel,免费停车,31.29973,120.601557,322,1,357,0,388,0,528,0
78,苏州太湖知遇美宿民宿(太湖西山岛店),The Taihu Lake Zhiyu Meisu B&B (the Taihu Lake Xishan Island Store),免费停车,31.089386,120.259969,418,2,464,1,504,1,685,0
79,苏州东太湖大酒店,East Tai Lake Grand Hotel,桑拿,31.120476,120.596552,654,1,725,0,788,2,1072,1
80,苏州漕湖琉苏酒店,Crystay Hotel & Resort,免费停车,31.480061,120.600701,390,0,432,2,470,3,639,2
81,苏州金枫路漫心酒店,Manxin Hotel,免费停车,31.271211,120.529374,307,0,340,3,370,1,503,3
82,苏州独墅湖月亮湾地铁站亚朵酒店,Suzhou Dushu Lake Moon Bay Subway Station Yaduo Hotel,空调,31.260507,120.727032,378,1,419,0,455,3,619,0
83,苏州金鸡湖凯宾斯基大酒店,Kempinski Hotel Suzhou,泳池,31.282585,120.706228,676,0,749,0,814,0,1107,1
84,苏州太湖万豪酒店,Suzhou Marriott Hotel Taihu Lake,泳池,31.220144,120.39372,580,2,643,1,699,5,951,0
85,苏州冶园园林民宿(太湖西山风景区店),Suzhou Yeyuan Garden Homestay (Taihu Xishan Scenic Area),免费停车,31.130299,120.306403,391,0,433,0,471,0,641,1
86,苏州M SOCIAL千琇悦酒店,M Social Hotel Suzhou,桑拿,31.31751,120.71628,576,0,638,0,694,0,944,2
87,苏州东山宾馆(叠翠楼),Dongshan Hotel (Diecui Building),山景房,31.095954,120.413241,580,0,643,0,699,1,951,0
88,苏州寻觅半山民宿,Suzhou Xunmi Banshan Homestay,免费停车,31.121272,120.229357,379,2,420,3,457,0,622,3
89,苏州天域花园酒店,Tianyu Garden Hotel,免费停车,31.318978,120.674273,462,2,512,1,557,1,758,2
90,苏州文旅姑苏小院·敬彝堂,Gusu yard Jingyitang Branch,免费停车,31.32402,120.634635,389,1,431,0,469,1,638,0
91,秋实繁华公馆(苏州山塘街店),Qiushi Fanhua Guesthouse,免费停车,31.318159,120.606767,420,0,466,2,506,1,688,1
92,苏州四季酒店,Four Seasons Hotel Suzhou,网红泳池,31.30318,120.701669,2004,0,2221,0,2414,2,3283,1
93,苏州文旅姑苏小院·宣州会馆,Gusu Yard Xuanzhou,免费停车,31.307023,120.617109,373,1,413,1,449,2,611,1
94,苏州孙武居民宿,Sunwuju Boutique Hostel,免费停车,31.254182,120.432617,415,0,460,0,500,0,680,1
95,震泽博阳开元名庭酒店,Maison New Century Hotel Zhenze Suzhou,亲子主题房,30.913517,120.500761,310,0,343,0,373,0,507,8
96,苏州金鸡湖托尼洛·兰博基尼书苑酒店,Tonino Lamborghini Hotel Suzhou,园林建筑,31.320913,120.68224,746,1,827,3,899,0,1223,2
97,苏州金融小镇会议中心,SuZhou Finance Town Conference Center,泳池,31.316819,120.435264,413,1,458,0,498,1,677,2
98,苏州金鸡湖星海广场地铁站亚朵轻居酒店,Suzhou Jinji Lake Xinghai Square Metro Station Light Residence Hotel,家庭房,31.315114,120.671723,385,3,427,0,464,0,631,4
99,苏州园区香格里拉大酒店,"Shangri-La Hotel, Suzhou Yuanqu",泳池,31.324412,120.715424,637,0,707,1,768,2,1044,0
100,涵玉晓筑,Suzhou Jade Resort,管家服务,31.211166,120.411069,2646,1,2933,1,3188,2,4336,0
101,苏州湾恒力大酒店,HENGLI HOTEL,泳池,31.135839,120.587692,645,3,715,2,777,3,1057,0
102,苏州知音华美达酒店,Ramada by Wyndham Suzhou Wujiang,免费停车,30.904692,120.641514,388,1,430,1,467,0,635,0
103,苏州筱驻人文度假酒店,Sojourn Resorts,管家服务,31.251724,120.510029,434,0,481,1,523,2,711,2
104,苏州太湖万丽酒店,Renaissance Suzhou Taihu Lake Hotel,泳池,31.220124,120.393702,600,1,665,3,723,1,983,1
105,苏州戴斯酒店,Days Hotel Suzhou,免费停车,31.358922,120.607198,270,1,299,3,325,2,442,2
106,苏州禧呈悦酒店(金鸡湖斜塘老街店),Suzhou Xichengyue Hotel (Jinjihu Xietang Old Street Branch),园林建筑,31.302857,120.740587,505,0,559,0,608,1,827,1
107,苏州太美逸郡酒店,G-luxe By Gloria Suzhou Taimei,私人泳池,31.21826,120.384013,1315,1,1457,3,1584,3,2154,1
108,苏州金鸡湖安榭度假酒店,ANNSHE HOTELS & RESORTS,免费停车,31.301808,120.695618,394,1,437,1,475,3,646,0
109,苏州太湖诺富特温泉酒店,Novotel Suzhou Tai Lake Santeh,泳池,31.195262,120.48737,547,1,606,1,659,3,896,1
110,同里湖度假村(二期),Tongli Lake Resort (Phase II),桑拿,31.156891,120.728327,520,0,577,1,627,1,853,2
111,锦江之星风尚(苏州园区独墅湖高教区店),Jinjiang Inn Select (Suzhou Industrial Park Dushu Lake Gaojiao Area 4S),免费停车,31.264782,120.746466,286,0,317,2,345,4,469,1
112,苏州湾华邑温泉度假酒店,HUALUXE Suzhou Bay Hot Spring Resort,泳池,31.080675,120.588221,617,1,684,0,743,2,1010,0
113,苏州狮山悦榕庄,Banyan Tree Suzhou Shishan,网红泳池,31.287425,120.545112,1868,4,2071,1,2251,1,3061,2
114,苏州水中天度假村,SANGHA Retreat by OCTAVE Institute,桑拿,31.387638,120.790509,5793,3,6422,1,6980,3,9493,0
115,苏州山塘书香府邸,Scholar Shan Tang Hotel,Boss推荐,31.31666,120.603173,754,1,835,3,908,1,1235,2
116,苏州国际会议酒店,Suzhou International Conference Hotel,湖景房,31.433072,120.652641,580,3,643,2,699,0,951,1
117,苏州苏苑饭店,Suyuan Hotel,免费停车,31.273583,120.629068,281,1,312,0,339,2,461,1
118,苏州独墅湖世尊酒店,Worldhotel Grand Dushu Lake Suzhou,泳池,31.265918,120.721396,504,1,558,1,607,0,826,2
119,苏州新区都喜天丽酒店,Dusit Thani  Suzhou,SPA,31.366643,120.463891,654,2,725,0,788,3,1072,2
120,全季酒店(苏州狮山永利广场店),All Seasons Hotel (Suzhou Shishan Yongli Plaza),免费停车,31.290721,120.575039,365,0,405,0,440,1,598,0
121,苏州福朋喜来登酒店,Four Points by Sheraton Suzhou,泳池,31.261172,120.722267,513,1,569,0,618,1,840,1
122,苏州金鸡湖大酒店,Jinji Lake Grand Hotel,泳池,31.285195,120.714001,660,2,731,1,795,2,1081,0
123,苏州文旅·漫山岛,Suzhou cultural·Manshan Island,湖景房,31.244182,120.287459,576,2,638,1,694,0,944,1
124,苏州万豪酒店,Suzhou Marriott Hotel,泳池,31.302632,120.583105,533,2,591,0,642,0,873,1
125,苏州观前平江CitiGO欢阁酒店,CitiGO Hotel Downtown Suzhou,免费停车,31.308031,120.63509,248,0,275,2,299,0,407,1
126,湖与民宿(太湖西山店),HUYU,免费停车,31.139314,120.255617,1152,1,1277,1,1388,1,1888,1
127,苏州畅园有熊酒店,Jiangnan House Changyuan,窗外好景,31.30316,120.614469,1389,1,1539,2,1673,2,2275,0
128,三山岛·墨市·设计师民宿(苏州太湖店),Sanshan Island·Moshi Designer B&B,家庭房,31.02592,120.295113,1053,0,1167,1,1269,2,1726,4
129,三山岛·呼梦集·泳池城堡·设计师民宿(苏州太湖店),Sanshan Island HoldDream Designer Castel Homestay,日光浴场,31.026788,120.2967,1261,1,1397,1,1519,0,2066,2
130,苏州涵园假日酒店,Suzhou Hanyuan Holiday Hotel,充电桩,31.079855,120.29157,432,1,479,3,521,0,709,0
131,SICILY西西里湖景民宿(太湖西山店),SICILY Sicily Lake View Homestay (Taihu Xishan Branch),网红泳池,31.157608,120.285421,979,1,1086,0,1180,2,1605,0
132,苏州金鸡湖英迪格酒店,Hotel Indigo Suzhou Jinji Lake,窗外好景,31.314812,120.716222,886,1,983,0,1068,0,1452,0
133,苏州狮山悦椿酒店,Angsana Suzhou Shishan,网红泳池,31.287425,120.545112,828,1,917,1,997,1,1356,1
134,苏州平江路颐和松茂居,Yihe Riverside,家庭房,31.315697,120.632912,1096,0,1214,0,1320,0,1795,2
135,苏州青普文化行馆皇家驿栈,Qingpu Culture Museum Royal Inn,湖景房,31.251072,120.511989,1111,2,1231,4,1338,1,1820,0
136,苏州湾恒力悠客酒店公寓,RESIDENCE HOTEL UCAN SUZHOU BAY,网红泳池,31.134941,120.588333,331,0,367,0,399,2,543,2
137,苏州中心大酒店,Suzhou Central Hotel,免费停车,31.30135,120.618084,427,0,474,0,515,1,700,2
138,湖畔秘境·苏州微微联伙墅家同里社,Lakeside Secret Land Suzhou Corefire Villafound Tongli,泳池,31.166967,120.815612,820,0,909,0,988,2,1344,0
139,苏州金陵南林饭店,Jinling Nanlin Hotel,免费停车,31.299822,120.631075,285,0,316,3,343,2,466,2
140,苏州悦季望湖酒店,Suzhou YUE’J Wang Hu Hotel,泳池,31.409718,120.409441,598,3,662,0,720,1,979,0
141,苏州石湖希尔顿欢朋酒店,Hampton by Hilton Suzhou Stone Lake,免费停车,31.209706,120.592192,310,1,343,1,373,0,507,1
142,美豪丽致酒店(苏州太湖店),Mehood Lestie Hotel (Suzhou Taihu),免费停车,31.225101,120.468541,248,1,275,2,299,3,407,1
143,苏州东太湖皇冠假日酒店,Crowne Plaza Suzhou East Taihu,窗外好景,31.135196,120.609697,607,1,673,0,731,0,994,0
144,桔子酒店(苏州绿宝广场店),Orange Hotel (Suzhou Lvbao Plaza),免费停车,31.302279,120.550226,266,1,295,1,321,4,437,1
145,丽呈别院(苏州山塘街园林文化店),Lichengbieyuan (Suzhou Shantang Street Gardens Culture Shop),免费停车,31.317845,120.606341,342,1,379,3,412,2,560,2
146,中海海堂服务式公寓(苏州工业园区奥体中心店),Zhonghai Haitang Serviced Apartment (Suzhou Olympic Stadium),免费停车,31.304911,120.753415,380,0,421,0,458,0,623,3
147,苏州独墅湖大道翰林邻里中心亚朵酒店,Suzhou Dushu Lake Avenue Hanlin Neighborhood Center Atour Hotel,停车场,31.275737,120.746041,373,3,413,1,449,0,611,2
148,苏州文旅姑苏小院·万年桥酒店,Floral Hotel·Suzhou wannianqiao Hotel (Guanqian Street store),动人夜景,31.299725,120.611923,269,2,298,0,324,0,441,1
149,青澄美程酒店(苏州金鸡湖李公堤南地铁站店),Mechar Hotel(Suzhou Jinji Lake Ligongdi South Metro Station),充电桩,31.297293,120.694675,322,1,357,2,388,0,528,0
150,花筑奢·苏州墨客园园林文化酒店,Floral Lux Hotel·Suzhou Moke Garden Garden Culture Hotel,免费停车,31.315339,120.634393,1540,0,1708,1,1856,0,2524,2
151,维也纳国际酒店(苏州大学城越溪地铁站店),Vienna International Hotel (Suzhou University Town Yuexi subway station store),儿童乐园,31.215279,120.599357,221,1,245,3,266,0,362,1
152,柏宜酒店(苏州金鸡湖博览中心店),Peace & Ease Hotel (Suzhou Jinji Lake Expo Center),免费停车,31.322691,120.718487,271,2,301,1,327,2,445,1
153,苏州JW·棕榈湾民宿,JW Palm Bay Homestay,免费停车,31.127038,120.242044,1975,2,2190,1,2380,1,3237,1
154,乐选酒店(苏州金鸡湖东方之门地铁站店),Le Xuan Hotel,免费停车,31.31628,120.681168,241,3,267,1,290,1,394,0
155,苏州文旅姑苏小院·山塘人家,Blossom Hill Inn · Shantang,江河景房,31.316092,120.603721,674,5,747,0,812,1,1104,2
156,启达酒店(苏州金鸡湖李公堤店),Kindar Hotel,免费停车,31.29974,120.687338,272,0,302,1,328,0,446,1
157,清能宜尚PLUS酒店(苏州吴江东太湖万宝商业广场店),Qingneng Yishang PLUS Hotel (Suzhou Wujiang East Taihu Wanbao Commercial Plaza),免费停车,31.128613,120.644996,271,0,301,1,327,1,445,1
158,桔子酒店(苏州狮山金融创新中心店),Orange Hotel (Suzhou Shishan Financial Center),窗外好景,31.281816,120.575825,335,0,372,0,404,1,549,0
159,苏州新区木渎大运城亚朵酒店,Atour Hotel (Suzhou New District MuduDayuncheng),免费停车,31.258281,120.535776,327,0,362,0,394,0,536,1
160,独墅湖书香世家酒店(苏州东振路地铁站店),"Scholars Hotel (Dongzhen road subway station, Suzhou)",免费停车,31.287216,120.67617,283,0,314,2,341,0,464,0
161,美豪丽致酒店(苏州相城店),Mehood Lestie Hotel (Suzhou Xiangcheng),免费停车,31.376092,120.635287,256,0,283,2,308,0,419,1
162,苏州新区淮海街亚朵酒店,"Atour Hotel Huaihai Street, Lion Mountain, Suzhou New District",免费停车,31.289251,120.56834,334,1,371,2,403,1,548,1
163,初见·彩虹岛民宿(太湖西山店),First sight·Rainbow Island B&B,网红泳池,31.170872,120.295802,620,1,687,1,747,0,1016,0
164,柏颐酒店(苏州独墅湖高教区店),Boyi Hotel (Suzhou Industrial Park Dushu Lake University Area Linli Center Metro Station),免费停车,31.252002,120.723561,304,3,337,2,366,2,498,1
165,桔子酒店(苏州园区奥体中心店),Orange Hotel (Suzhou Park Olympic Sports Center),停车场,31.316264,120.754967,379,0,420,2,457,3,622,0
166,微泮·微山观澜·湖景民宿(苏州太湖西山景区店),Weishan Guanlan Lake View Homestay (Suzhou Taihu Xishan Scenic Area),免费停车,31.171514,120.295252,462,3,512,3,557,0,758,0
167,喜林苑(苏州容春堂店),Linden Centre Suzhou,免费停车,31.094195,120.408373,1070,0,1186,1,1289,2,1753,1
168,CLUB·云墅·泳池团建草坪民宿,CLUB · Yunshu • Pool Team Building Lawn Homestay,网红泳池,31.123658,120.24134,530,1,588,0,639,0,869,0
169,苏州文旅姑苏小院·东花里,Wenlv Gusu Yard Hotel Donghuali,客栈,31.317426,120.63265,505,1,560,3,609,2,828,2
170,花筑奢·同里明园民宿,Floral Lux Hotel· Tongli Mingyuan Homestay,免费停车,31.157136,120.716356,757,0,839,0,912,1,1240,1
171,汐留屋,The Staying House,免费停车,31.162589,120.272274,1271,0,1409,1,1531,1,2082,2
172,在水一方&花境湖墅(太湖横山岛),Hua Jing Lake villa,免费停车,31.167514,120.273632,511,0,567,1,616,2,838,0
173,苏州澄悦酒店,Suzhou Chengyue Hotel,免费停车,31.367362,120.739983,264,1,293,1,318,2,432,0
174,花筑·银杏墅民宿(苏州太湖风景区余山岛店),Floral Hotel·Ginkgo Villa Homestay,家庭房,31.125801,120.399006,476,2,527,1,573,1,779,2
175,平江小院(苏州平江路拙政园店),Pingjiang  Courtyard,家庭房,31.321483,120.62816,526,0,583,1,634,1,862,5
176,衍岸湖语丨Café 艺术·亲子休闲度假美宿(太湖西山景区店),Yan'an Lake Language | Caf é Art · Parent-child Leisure Vacation Beauty Stay,家庭房,31.141013,120.265044,487,0,540,0,587,1,798,5
177,苏州太湖冠西美宿,Suzhou Guanxi Hotel,免费停车,31.109592,120.304261,485,3,537,2,584,1,794,1
178,苏州蔓兰酒店(金枫路地铁站店),Hotel MoMc,免费停车,31.27705,120.530213,240,2,266,1,289,1,393,1
179,苏州科技城托尼洛·兰博基尼ROSSO酒店,Suzhou Tonino Lamborghini Rosso Hotel,免费停车,31.303178,120.433146,516,0,572,1,622,0,846,1
180,苏州水庐民宿,Suzhou Water House,免费停车,31.067387,120.27188,736,0,816,2,887,1,1206,5
181,花筑奢·同里澜院民宿,Flower Zhuxue Tongli Lanyuan Homestay,园林建筑,31.155842,120.720432,648,1,719,0,781,0,1062,0
182,苏州文旅姑苏小院·仓西公馆,GuSu Yard CangXi Mansion,家庭房,31.314673,120.636762,414,0,459,1,499,0,679,6
183,苏州园区星海书香世家酒店(金鸡湖店),Suzhou Park Xinghai Scholarly Family Hotel (Jinji Lake Store),免费停车,31.301309,120.671037,331,0,367,0,399,2,543,1
184,苏州无名里客栈(苏州寒山寺虎丘店),Suzhou Wumingli Inn (Suzhou Hanshan Temple Huqiu Shop),管家服务,31.310596,120.567698,344,2,382,3,415,2,564,1
185,苏州吴江吾悦广场亚朵酒店,Atour Hotel (Suzhou Wujiang Wuyue Plaza),免费停车,31.137498,120.616034,327,1,362,1,394,1,536,0
186,三山岛一山一隅民宿,Sanshan Island Yishan Yiyu B&B,日光浴场,31.027823,120.29266,414,1,459,1,499,2,679,0
187,苏州玖里湖景·茶文化主题民宿(太湖阴山岛店),Suzhou Yuli Lake View Tea Culture Theme Homestay (Taihu Yinshan Island Branch),免费停车,31.171664,120.295277,456,1,506,1,550,2,748,0
188,苏州瑞相院·银杏园林美墅,Suzhou Ruixiangyuan Ginkgo Gardens Hotel,免费停车,31.088891,120.414081,807,1,894,4,972,2,1322,1
189,花筑·伴城·缘定花朝民宿(平江路店),Floral Hotel·Bancheng·Yuandinghuachao B&B (Pingjiang Road Branch),窗外好景,31.312307,120.63527,410,2,454,1,494,3,672,1
190,苏州初见·旺山民宿,Homestay in wangshan,免费停车,31.212793,120.55041,434,1,481,3,523,0,711,0
191,苏州盛捷白塘金融港服务公寓,Somerset Baitang Suzhou,免费停车,31.324954,120.735329,505,3,559,1,608,0,827,3
192,苏州新区智选假日酒店,Holiday Inn Express Suzhou New Area,免费停车,31.294641,120.555297,315,1,350,1,380,3,517,0
193,苏州沐光·小镰仓美墅,MuGuang B&B,免费停车,31.106578,120.388293,491,0,545,1,592,1,805,0
