id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime,star
16,中国科举博物馆(江南贡院),{博物馆/纪念馆;沉浸式体验},32.026877,118.797466,9:00,21:00,45,1.5,3,4.7
17,阅江楼,{历史古迹;网红打卡点;城市地标},32.099745,118.753125,8:00,17:30,35,2.5,4,4.9
18,玄武湖景区,{公园;网红打卡点;夜经济热点},32.079619,118.803872,0:00,24:00,0,2,3,4.8
19,音乐台,{公园;网红打卡点},32.060741,118.86197,6:30,18:30,10,2,3.5,4.8
20,江宁织造博物馆,{博物馆/纪念馆;网红打卡点;非遗体验},32.048572,118.800496,9:00,17:30,26,1.5,2,4.6
21,南京欢乐谷,{游乐园/体育娱乐;亲子友好;沉浸式体验},32.168791,119.003243,10:00,19:00,149,2,3.5,4.8
22,鸡鸣寺,{历史古迹;网红打卡点},32.067349,118.80157,7:30,17:00,0,1,2,5
23,侵华日军南京大屠杀遇难同胞纪念馆,{博物馆/纪念馆;沉浸式体验},32.040975,118.749854,8:30,17:00,0,1,2,4.7
24,南京海底世界,{游乐园/体育娱乐;亲子友好;沉浸式体验},32.05934,118.851569,8:30,17:00,108,2,3.5,4.7
25,雨花台,{红色景点;小众秘境},32.00299,118.788107,8:00,17:00,0,1.5,3,4.9
26,南京中山植物园,{公园;亲子友好},32.060434,118.837679,8:30,17:30,14,2,2.5,4.8
27,江苏园博园,{公园;网红打卡点;沉浸式体验},32.080921,119.010957,9:00,18:00,0,2,3.5,4.6
28,朝天宫,{历史古迹;博物馆/纪念馆},32.04053,118.781816,9:00,17:30,23,0.5,1,4.7
29,中华门瓮城,{历史古迹;网红打卡点;夜经济热点},32.018862,118.788169,8:30,22:00,45,1,2,4.7
30,紫金山天文台,{人文景观;网红打卡点},32.071496,118.835738,8:30,17:30,14,1.5,3,4.6
31,金陵小城,{文化旅游区;夜经济热点},31.903066,118.729234,14:00,21:30,47,1,2.5,4.7
32,老门东历史街区,{历史古迹;网红打卡点},32.017998,118.794031,0:00,24:00,0,2,3.5,4.8
33,南京长江大桥,{人文景观;城市地标;网红打卡点},32.123093,118.742575,0:00,24:00,0,1,2.5,4.7
34,夫子庙大成殿,{历史古迹},32.026848,118.79529,9:00,22:00,28,0.5,1,4.1
35,南京明故宫遗址公园,{历史古迹;网红打卡点},32.047681,118.824416,6:00,20:00,0,1,2.5,4.6
36,灵谷景区,{自然风光;网红打卡点},32.061501,118.873765,6:30,18:30,32,1.5,3,4.8
37,南京1912街,{商业街区;夜经济热点;网红打卡点},32.052309,118.803278,0:00,24:00,0,0.5,2,4.7
38,银杏湖乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},31.810379,118.706238,9:30,17:00,210,0.5,1,4.7
39,秦淮河,{文化旅游区;夜经济热点;网红打卡点},32.027162,118.798002,0:00,24:00,0,1.5,3,4.8
40,外秦淮河画舫,{人文景观沉浸式体验},32.016783,118.788779,9:00,18:00,45,0.5,1.5,4.9
41,南京奥体中心,{游乐园/体育娱乐;城市地标},32.014394,118.731262,12:00,22:00,0,1,2,4.9
42,愚园,{公园;小众秘境},32.022021,118.78004,9:00,17:30,18,2,3,4.8
43,德基艺术博物馆,{博物馆/纪念馆;网红打卡点;沉浸式体验},32.051052,118.791008,10:00,22:00,0,0.5,1.5,4.7
44,白鹭洲公园,{公园;节庆限定},32.024255,118.801512,6:00,20:00,0,2.5,4,4.8
45,达摩古洞,{人文景观;网红打卡点},32.136398,118.799837,9:00,17:30,28,1,2.5,4.4
46,紫清湖野生动物世界,{游乐园/体育娱乐;亲子友好},32.06965,119.045848,9:00,17:00,180,1,1.5,4.7
47,鼓楼,{历史古迹;网红打卡点},32.064864,118.788485,8:00,17:00,0,2,2.5,4.2
48,新街口,{商业街区;夜经济热点;城市地标;网红打卡点},32.047056,118.790227,0:00,24:00,0,1.5,3,4.7
49,紫金山昆虫博物馆,{博物馆/纪念馆;亲子友好;沉浸式体验},32.057799,118.850526,9:00,17:30,57,2.5,4,4.6
50,乌衣巷,{历史古迹;网红打卡点},32.025071,118.796243,0:00,24:00,0,0.5,1,4.9
51,金牛湖野生动物王国,{游乐园/体育娱乐;亲子友好},32.494819,118.972332,9:00,17:00,155,2,2.5,4.6
52,华昌龙之谷奇幻新大陆,{游乐园/体育娱乐;沉浸式体验;亲子友好},32.141054,118.688367,10:00,17:00,180,1,2.5,4.3
53,梅花山,{自然风光;节庆限定},32.05678,118.845683,6:30,18:30,0,2.5,3,4.8
54,汤山紫清湖旅游区,{游乐园/体育娱乐;亲子友好},32.069176,119.044273,0:00,24:00,118,0.5,1,4.5
55,天生桥景区,{自然风光;小众秘境},31.65111,118.995806,8:00,17:00,25,0.5,1.5,4.5
56,WeLope紫金山探险公园,{游乐园/体育娱乐;沉浸式体验},32.060552,118.865978,9:00,17:30,0,1,2.5,4.8
57,明孝陵博物馆,{博物馆/纪念馆},32.050717,118.84975,9:00,17:00,0,2,3,4.7
58,中国秦淮灯会主会场（白鹭洲公园）,{公园;节庆限定;夜经济热点},32.024101,118.801927,9:00,22:00,0,0.5,1.5,4.2
59,南京玛雅海滩水公园,{游乐园/体育娱乐;亲子友好;沉浸式体验},32.170529,119.009137,0:00,24:00,0,1.5,2,4.7
60,南京市民俗博物馆,{博物馆/纪念馆;小众秘境},32.032443,118.788467,9:00,17:30,18,3,3.5,4.7
61,雨花台烈士陵园,{红色景点;小众秘境},32.008865,118.785917,6:00,20:00,0,1,2.5,4.8
62,南京台城,{历史古迹;网红打卡点},32.068989,118.80282,8:30,17:00,30,0.5,2,4.7
63,外秦淮河游船（水木秦淮码头）,{游乐园/体育娱乐;夜经济热点;沉浸式体验},32.069133,118.755731,16:00,19:00,0,3,3.5,4.6
64,灵谷寺,{历史古迹;网红打卡点},32.061199,118.874542,8:00,16:00,0,2,3,4.8
65,珍珠泉风景区,{自然风光;小众秘境},32.130647,118.669451,8:30,17:00,0,1,2,4.6
66,南京夫子庙步行街,{商业街区;夜经济热点;网红打卡点},32.026106,118.795516,0:00,24:00,0,3,3.5,4.8
67,燕子矶公园,{公园;小众秘境},32.152082,118.823975,8:30,17:30,9,2,3.5,4.7
68,颐和路公馆区,{历史古迹;网红打卡点},32.068715,118.776349,0:00,24:00,0,2.5,4,4.8
69,南京城墙博物馆,{博物馆/纪念馆;沉浸式体验},32.018704,118.789236,9:00,17:00,0,0.5,1,4.8
70,不老村,{文化旅游区;小众秘境},32.098005,118.616498,9:00,17:00,0,1,2,4.6
71,南京大学(鼓楼校区),{大学校园;网红打卡点},32.06143,118.786007,8:30,19:00,0,0.5,1,5
72,南京德云社,{人文景观;非遗体验},32.017429,118.793938,19:30,22:00,0,2,3,4.7
73,古猿人洞,{历史古迹;小众秘境},32.052591,119.042037,9:00,16:30,22,0.5,1,3.7
74,石湫影视基地,{游乐园/体育娱乐;沉浸式体验},31.664412,118.906114,9:30,17:00,49.9,1,2,4.1
75,紫金山,{自然风光;网红打卡点},32.076103,118.859891,0:00,24:00,0,0.5,1,4.8
76,高淳老街,{商业街区;夜经济热点},31.324514,118.87645,8:30,17:00,0,1.5,2,4.7
77,南京眼-步行桥,{人文景观;城市地标;网红打卡点},32.001868,118.708978,0:00,24:00,0,1,2,4.8
78,江苏科技馆,{博物馆/纪念馆;亲子友好;沉浸式体验},32.071434,118.756895,0:00,24:00,0,0.5,1,4.4
79,佛顶宫,{人文景观;网红打卡点;城市地标},31.918924,118.748185,8:30,17:30,0,3,3.5,4.8
80,龙出没穿越漂流,{游乐园/体育娱乐;沉浸式体验},31.987917,118.930617,8:30,17:00,99,0.5,1,4.3
81,南京海昌海洋探索馆,{游乐园/体育娱乐;亲子友好;沉浸式体验},32.027957,118.747019,10:00,18:00,88,2,3,4.6
82,南京国防园,{红色景点},32.057966,118.761335,6:00,18:00,0,1,1.5,4.6
83,毗卢寺,{历史古迹;小众秘境},32.049298,118.809793,9:00,16:30,0,2.5,4,4.8
84,莫愁湖公园,{公园;网红打卡点},32.042376,118.767697,6:00,21:00,35,0.5,1.5,4.8
85,长生鹿苑,{游乐园/体育娱乐;亲子友好},32.050117,118.841188,8:30,17:00,0,3,3.5,4.7
86,江苏江宁汤山方山国家地质公园(汤山园区),{公园;小众秘境},32.076308,119.036688,0:00,24:00,0,2,3,4.6
87,汤山矿坑公园,{公园;小众秘境},32.044703,119.045561,0:00,24:00,0,0.5,1,4.6
88,南京龙出没乐园,{游乐园/体育娱乐;沉浸式体验},31.987798,118.930765,8:30,17:00,0,2.5,3,4.5
89,东庐山观音寺,{人文景观;小众秘境},31.647052,119.128787,0:00,24:00,0,2.5,4,4.7
90,南京玄武湖游船,{游乐园/体育娱乐;夜经济热点;沉浸式体验},32.071582,118.817197,9:00,17:00,0,2.5,4,4.7
91,佛顶寺,{历史古迹;网红打卡点},31.915573,118.756177,8:30,17:00,0,0.5,1,4.5
92,雨花石地质公园,{公园;小众秘境},32.3749,119.043072,8:30,17:30,28,3,4,4.6
93,江苏大剧院,{美术馆/艺术馆;城市地标;网红打卡点},32.018101,118.720441,9:00,22:30,0,0.5,1,4.8
94,老门东牌坊,{历史古迹;网红打卡点},32.01905,118.794348,0:00,24:00,0,1.5,2,4.8
95,梅园新村纪念馆,{博物馆/纪念馆},32.048913,118.808153,9:00,17:30,0,2.5,4,4.6
96,汤山方山国家地质公园博物馆,{博物馆/纪念馆},32.063467,119.045892,9:00,17:00,30,3,4,4.6
97,老山国家森林公园,{公园;小众秘境},32.106567,118.607822,8:00,17:00,26.96,1,2,4.8
98,穿越南京,{历史古迹;沉浸式体验},32.028739,118.791785,10:00,22:00,39.9,1,2.5,4.6
99,李香君故居,{历史古迹;小众秘境},32.024936,118.795072,9:00,21:00,8,1,2.5,4.6
100,王导谢安纪念馆,{博物馆/纪念馆},32.024977,118.796039,9:00,22:00,7.5,2,3.5,3.5
101,无想水镇,{文化旅游区;网红打卡点;夜经济热点},31.629008,119.039854,9:30,21:00,50,1.5,2,4.6
102,南京图书馆,{博物馆/纪念馆;小众秘境},32.0483,118.802104,9:00,21:00,0,1.5,2,4.6
103,狮子桥步行美食街,{商业街区;美食目的地;夜经济热点},32.074755,118.784103,0:00,24:00,0,2,2.5,4.3
104,孙中山纪念馆,{博物馆/纪念馆},32.062168,118.861665,9:00,17:00,0,1.5,2,4.8
105,玄武门城墙,{历史古迹},32.076891,118.794291,0:00,17:30,30,1,1.5,4.8
106,夫子庙小吃广场(东牌楼店),{商业街区;美食目的地;夜经济热点},32.028884,118.794986,10:00,21:00,0,1,2,4.5
107,弘阳未来世界,{游乐园/体育娱乐;亲子友好},32.144178,118.734227,13:00,18:00,78,0.5,1,4.4
108,溧水周园,{文化旅游区;小众秘境},31.633592,119.198369,8:00,17:00,79,1,2,4.7
109,中山码头,{人文景观;小众秘境},32.093329,118.740132,6:00,19:00,0,2,2.5,4.8
110,渡江胜利纪念馆,{红色景点},32.079429,118.738006,9:00,17:00,0,3,3.5,4.8
111,南京北站(旧址),{历史古迹;小众秘境},32.102197,118.727662,0:00,24:00,0,2,2.5,4.5
112,南唐二陵,{历史古迹},31.893164,118.744832,9:00,16:30,0,1,2,4.3
113,固城湾,{公园;亲子友好},31.322903,118.879593,9:00,21:00,45,3,4,4.6
114,大梦·红楼沉浸式展演,{人文景观;沉浸式体验},32.042136,118.794077,0:00,24:00,0,1,2,4.4
115,南京古生物博物馆,{博物馆/纪念馆;沉浸式体验},32.065801,118.801542,0:00,24:00,0,2,3,4.7
116,老钱工作室(先锋书店),{人文景观;小众秘境},32.056975,118.777738,8:30,17:00,0,0.5,1,4.8
117,石臼湖,{自然风光;小众秘境},31.475119,118.923946,0:00,24:00,0,1.5,3,4.5
118,石塘竹海,{自然风光;小众秘境},31.718202,118.698341,9:00,17:00,18.8,1.5,3,4.3
119,石象路,{历史古迹;小众秘境},32.052625,118.847124,0:00,24:00,0,2.5,3,4.6
120,鱼嘴湿地公园,{公园;小众秘境},31.980174,118.672325,0:00,24:00,0,3,4,4.8
121,狮子山景区,{公园;小众秘境},32.100862,118.755125,8:30,17:30,0,2.5,4,4.7
122,心印中华门,{历史古迹;小众秘境},32.019274,118.788199,17:00,21:30,0,1,2,4.5
123,方山风景旅游度假区,{自然风光;亲子友好},31.901793,118.882102,7:30,16:30,0,2,3.5,4.8
124,芥子园,{游乐园/体育娱乐;亲子友好},32.01776,118.795206,9:30,16:30,0,2,3,4.7
125,南京云锦博物馆,{博物馆/纪念馆;小众秘境},32.042043,118.7514,10:00,16:00,0,0.5,1,4.8
126,可口可乐博物馆,{博物馆/纪念馆;网红打卡点},32.178103,118.714552,9:30,17:30,14.8,1.5,3,4.5
127,江宁爱情隧道,{人文景观;网红打卡点},31.85073,118.804307,0:00,24:00,0,0.5,1,3.2
128,金牛湖风景区,{自然风光;亲子友好},32.47569,118.975246,8:30,17:30,38.9,2,3,4.4
129,江宁眼摩天轮,{游乐园/体育娱乐;网红打卡点;夜经济热点},31.938684,118.823849,14:30,21:00,30,1,2,4.4
130,遇见博物馆·南京馆,{博物馆/纪念馆;小众秘境},32.031726,118.776586,10:00,18:00,0,2.5,3,4.6
131,樱花大道,{公园;节庆限定},32.066967,118.802394,0:00,24:00,0,2,3.5,4.6
132,南京森林大世界亲子主题乐园,{游乐园/体育娱乐;亲子友好},31.973311,118.504829,9:00,17:30,0,0.5,1,4.2
133,无想山,{自然风光;小众秘境},31.615588,119.032355,9:00,17:00,10,0.5,1,4.6
134,WeLope玄武湖探险乐园,{游乐园/体育娱乐;沉浸式体验},32.078427,118.814017,9:00,17:30,10,2,3.5,4.8
135,南京地质博物馆,{博物馆/纪念馆;小众秘境},32.050986,118.81368,0:00,24:00,0,1.5,2,4.8
136,江苏省美术馆,{美术馆/艺术馆;沉浸式体验},32.050328,118.800023,9:00,17:00,0,2.5,3,4.8
137,丹枫雨露(傅厚岗店),{商业街区;美食目的地;夜经济热点},32.070952,118.792227,10:30,22:00,0,2,3,4.5
138,神策门公园,{公园;小众秘境},32.095068,118.793835,8:30,17:00,0,0.5,2,4.3
139,玄武湖公园-玄武门,{公园;网红打卡点;夜经济热点},32.076783,118.793973,0:00,24:00,0,2,3,4.8
140,南京抗日航空烈士纪念馆,{红色景点},32.09496,118.852914,9:00,17:00,0,0.5,1.5,4.4
141,先锋书店(玄武湖分店),{文化旅游区;小众秘境},32.080662,118.799473,10:00,20:30,0,1,1.5,4.8
142,南京国际博览中心,{商业街区;夜经济热点},31.998833,118.721976,9:00,17:00,0,2,3,3.9
143,南京利济巷慰安所旧址陈列馆,{红色景点},32.045218,118.80411,9:00,16:30,0,2,3.5,4.8
144,祭堂,{人文景观},32.067919,118.859981,8:30,17:00,0,2,3.5,3.7
145,陵门,{历史古迹},32.065721,118.860112,0:00,24:00,0,1,2,4.6
146,长江江豚科教中心,{博物馆/纪念馆;亲子友好},32.051167,118.723285,9:30,17:00,0,1,1.5,4.5
147,百家湖,{公园;小众秘境},31.942309,118.819368,0:00,24:00,0,1.5,2,4.5
148,清凉山公园,{公园;小众秘境},32.056272,118.767278,6:00,18:00,0,0.5,1,4.7
149,固城湖水慢城,{公园;亲子友好},31.297842,118.897884,8:30,17:30,69.9,0.5,1,4.4
150,牛首山弘觉寺塔,{历史古迹},31.917627,118.749272,0:00,24:00,0,0.5,1,4.2
151,中华门,{历史古迹;网红打卡点},32.019008,118.788191,8:30,17:00,0,2,3,4.7
152,南京理工大学-兵器博物馆,{博物馆/纪念馆;亲子友好},32.029735,118.863924,8:30,12:00,0,3,4,4.4
153,独角兽星空艺术馆,{美术馆/艺术馆;网红打卡点;沉浸式体验},32.044972,118.789811,10:00,22:00,49.9,1,2,4.5
154,南京松鼠部落森林假日公园,{游乐园/体育娱乐;亲子友好},32.104731,118.545165,9:30,17:30,58,2,3,4.6
155,钟山风景名胜区-燕雀湖,{自然风光;网红打卡点},32.050475,118.840206,0:00,24:00,0,0.5,1.5,4.7
156,南京夫子庙-秦淮风光带-长干里,{文化旅游区;网红打卡点;夜经济热点;美食目的地},32.016941,118.78791,0:00,24:00,0,1.5,2,4.4
157,高淳国际慢城,{人文景观;小众秘境},31.397832,119.089795,8:30,17:00,15,1.5,3,4.6
158,解放门,{红色景点},32.068581,118.803248,0:00,24:00,0,1,1.5,4.8
159,南京静海寺纪念馆,{博物馆/纪念馆},32.097955,118.751291,9:00,17:00,0,1,2,4.5
160,云水兰亭,{人文景观;小众秘境},32.104528,118.89323,0:00,24:00,0,0.5,1,4.7
161,南京长城,{历史古迹},32.138696,118.658298,8:30,16:30,0,2,3,4.2
162,江南首寺,{历史古迹},32.015804,118.789637,9:00,17:30,0,0.5,1,4.8
163,南京博物院-民国馆,{博物馆/纪念馆;沉浸式体验;网红打卡点},32.046565,118.831244,9:00,17:00,0,2.5,3,4.7
164,南京国际展览中心,{商业街区;夜经济热点},32.080935,118.815566,0:00,17:00,0,0.5,1.5,4.8
165,白马公园,{公园;小众秘境},32.066803,118.823408,9:00,21:00,0,2.5,3,4.7
166,小熊猫馆,{游乐园/体育娱乐;亲子友好},32.097595,118.811984,8:30,16:30,0,1.5,2,4.8
167,玄武湖游船(阳光码头),{公园;夜经济热点},32.07128,118.817743,9:00,17:30,0,3,3.5,4.4
168,玄武湖公园-情侣园,{公园;网红打卡点},32.07597,118.816432,0:00,24:00,0,2.5,3,4.9
169,金陵美术馆,{美术馆/艺术馆},32.018987,118.793271,9:00,17:00,0,2,3.5,4.8
170,宏觉寺,{历史古迹},31.895224,118.749743,6:30,17:30,0,1,2.5,4.5
171,原国民政府旧址,{红色景点},32.046259,118.828095,8:00,18:00,0,0.5,1,4.2
172,雨花台科技乐园游乐场,{游乐园/体育娱乐;亲子友好},32.006905,118.78336,9:00,17:30,0,0.5,1,4.6
173,天王府遗址,{历史古迹},32.04998,118.803877,8:00,17:30,0,2,2.5,4.4
174,南京双子塔,{商业街区;城市地标},31.997435,118.714575,0:00,24:00,0,2,3,4.3
175,雨花石博物馆,{博物馆/纪念馆;沉浸式体验},32.027093,118.796888,0:00,16:30,0,2.5,3,4.2
176,云幽谷旅游区,{自然风光;亲子友好},32.031084,118.545794,9:00,21:00,45,1.5,2,4
177,世界之窗,{游乐园/体育娱乐;亲子友好},32.030181,118.828756,0:00,24:00,0,0.5,1.5,4.6
178,华谊兄弟（南京）电影小镇,{文化旅游区;沉浸式体验;网红打卡点;夜经济热点},31.857217,118.857737,9:00,17:00,0,2.5,3,4.1
179,南京美术馆,{美术馆/艺术馆},32.040752,118.804909,9:00,17:00,0,3,3.5,4.6
180,拉贝旧居,{历史古迹},32.05686,118.789734,8:30,16:30,0,2.5,3,4.6
181,石头城遗址公园,{公园;小众秘境},32.053073,118.763203,7:00,20:00,0,2.5,3,4.7
182,明潮那些事儿浸入式数字体验馆,{其它;沉浸式体验},32.024108,118.794277,11:00,19:00,59.9,2.5,4,4
183,南京失恋博物展,{其它;网红打卡点},32.044654,118.7901,10:00,22:00,45,1,2,4.6
184,浦口珍珠泉野生动物生态园,{游乐园/体育娱乐;亲子友好},32.130573,118.66755,0:00,17:00,0,0.5,2,4.2
185,南京悬空玻璃艺术馆,{美术馆/艺术馆;网红打卡点;沉浸式体验},32.044893,118.789926,10:00,22:00,39.9,0.5,2,3.2
186,幕府山,{自然风光;小众秘境},32.125086,118.78774,0:00,17:00,0,1,2,4.7
187,大塘金香草谷,{游乐园/体育娱乐;网红打卡点},31.854229,118.737735,0:00,24:00,50,2.5,4,4.3
188,佘村明清代建筑群,{历史古迹;小众秘境},31.987767,118.935493,0:00,24:00,0,0.5,1.5,4.7
189,四方当代美术馆,{美术馆/艺术馆;网红打卡点;小众秘境},32.11942,118.65079,10:00,17:00,0,1.5,2,4.6
190,南京中国绿化博览园,{公园;亲子友好},32.028942,118.717054,8:30,17:30,0,2,2.5,4.8
191,阳山碑材,{人文景观;小众秘境},32.068453,119.008438,8:30,16:30,40,1,2.5,4.5
192,民国民间灶台(老虎灶),{历史古迹},32.049612,118.804486,0:00,24:00,0,1,2.5,3.1
193,宝船厂遗址,{历史古迹},32.066882,118.740568,6:30,20:30,0,0.5,2,4.5
194,紫霞湖,{公园;小众秘境},32.065936,118.850666,0:00,24:00,0,2.5,3,4.8
195,南京大学(鼓楼校区)-校史博物馆,{大学校园;小众秘境},32.06086,118.7878,8:30,12:00,0,2.5,4,4.1
196,江心洲,{公园;小众秘境},32.014231,118.703644,0:00,24:00,0,2,3,4.8
197,江宁博物馆,{博物馆/纪念馆},31.953899,118.850074,9:00,17:00,0,2.5,3,4.7
198,南京民间抗日战争博物馆,{博物馆/纪念馆},31.979269,118.769565,0:00,16:00,0,1.5,3,4.5
199,南京城墙中山门登城口,{历史古迹},32.044385,118.833745,8:30,17:00,0,0.5,1.5,4.8
200,秦大士故居,{历史古迹},32.023511,118.794255,9:00,21:00,4.5,1,1.5,4
201,松鼠咔咔森林乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},31.850761,118.737892,8:30,17:30,0,1.5,2,4.5
202,南京沃德喜马拉雅冰雪乐园,{游乐园/体育娱乐;节庆限定},31.974006,118.810282,10:00,21:00,0,0.5,1,3.9
203,南京火车来斯,{游乐园/体育娱乐;亲子友好;沉浸式体验},31.885942,118.831804,8:30,17:30,20,2.5,3,4.3
204,南京银杏湖,{游乐园/体育娱乐;亲子友好;沉浸式体验},31.812527,118.712406,8:00,18:00,0,2,2.5,4.8
205,金鹰美术馆,{美术馆/艺术馆;网红打卡点},32.02968,118.746886,11:00,18:00,0,0.5,2,4.6
206,千年对望,{历史古迹},32.016012,118.788873,8:30,17:30,0,0.5,1,3.7
207,午朝门公园,{公园},32.044376,118.824055,6:00,21:00,0,1,1.5,4.8
208,南京雨花台风景区-梅岗,{红色景点},32.009184,118.788784,0:00,24:00,0,0.5,1.5,4.5
209,基督教圣保罗堂,{历史古迹},32.035986,118.797055,0:00,24:00,0,1,2,4.5
210,梵高星空艺术馆,{美术馆/艺术馆;网红打卡点;沉浸式体验},32.047666,118.792178,10:00,22:00,49.9,2,2.5,4.5
211,非遗馆·南京市非遗体验中心,{博物馆/纪念馆;非遗体验},32.024098,118.794064,10:00,18:00,0,0.5,1.5,4.4
212,真枪会射击俱乐部,{游乐园/体育娱乐;沉浸式体验},32.005719,118.735055,10:00,22:00,0,1.5,3,4.2
213,泮池,{公园;小众秘境},32.026172,118.796373,0:00,24:00,0,2.5,4,3.7
214,聚宝山公园,{公园;小众秘境},32.106187,118.882072,6:00,23:00,0,2.5,4,4.6
215,长江观音景区,{人文景观},32.133599,118.801985,8:30,17:30,26,1.5,3,4.5
216,金陵矩阵,{游乐园/体育娱乐;网红打卡点;沉浸式体验},32.112613,118.87893,13:00,21:00,99,0.5,1,4.6
217,古鸡鸣寺-尼众佛学院图书馆,{人文景观;网红打卡点},32.06665,118.801432,9:00,16:00,0,1,1.5,4.9
218,慢时光汉服体验馆,{其它;网红打卡点;沉浸式体验},32.01975,118.797402,9:30,21:00,0,0.5,1,4.7
219,六朝古都遗址公园,{历史古迹;小众秘境},31.947055,118.709414,0:00,24:00,0,0.5,1,3.9
220,德基艺术空间,{美术馆/艺术馆;网红打卡点},32.050868,118.791176,14:00,22:00,0,1.5,3,4.7
221,古桃叶渡,{历史古迹},32.029311,118.80079,0:00,24:00,0,0.5,2,4.4
222,秦淮戏院里,{人文景观},32.028347,118.798171,0:00,24:00,0,1,2.5,4.8
223,南京恋爱博物馆,{博物馆/纪念馆;网红打卡点},32.044654,118.7901,10:00,20:00,39.9,2,3,4.6
224,南京幻境世界,{游乐园/体育娱乐;网红打卡点;沉浸式体验},32.038328,118.742939,10:00,20:00,59.9,1,1.5,3.8
225,战神突击真枪射击馆,{游乐园/体育娱乐;沉浸式体验},31.950273,118.827366,10:00,21:00,0,3,3.5,4.2
226,水街,{商业街区;夜经济热点},32.023045,118.802569,0:00,24:00,0,1.5,2,4.5
227,濮塘风景区,{自然风光;小众秘境},31.700198,118.679276,0:00,17:00,0,2,2.5,4.2
228,南京游子山休闲旅游区,{公园},31.355616,119.020801,8:30,16:30,0,0.5,1,4.7
229,凤凰山公园,{公园;小众秘境},32.354605,118.849176,9:00,21:00,0,3,4,4.6
230,粉红兔冒险乐园,{游乐园/体育娱乐;亲子友好},31.790389,118.880834,9:00,17:00,0,1.5,2,4.3
231,六合龙袍省级湿地公园,{公园;小众秘境},32.197346,118.997454,9:00,18:00,0,2,3,4
232,平山森林公园,{公园;小众秘境},32.457979,118.848229,9:00,17:00,16,1.5,2,4.6
233,孙中山临时大总统办公室,{红色景点},32.050565,118.802682,8:30,17:00,0,2,3,4.3
234,琵琶湖景区,{自然风光;小众秘境},32.059195,118.830801,0:00,24:00,0,1,1.5,4.7
235,东吴大帝孙权纪念馆,{博物馆/纪念馆},32.056066,118.845985,9:00,17:00,50,2,3,4.2
236,灵岩山风景区,{自然风光;小众秘境},32.30448,118.899567,0:00,24:00,0,2,3.5,4.8
237,乡伴苏家理想村,{人文景观;小众秘境},31.809898,118.732793,8:00,22:00,0,0.5,1.5,4.6
238,钟山风景区-流徽榭,{公园;小众秘境},32.059089,118.865828,0:00,24:00,0,2,2.5,4.7
239,九龙湖公园,{公园},31.923044,118.818087,0:00,24:00,0,1,2,4.7
240,南京幕燕滨江风貌区,{自然风光},32.140165,118.809752,9:00,17:00,0,0.5,2,4.8
241,下马坊遗址公园,{公园;小众秘境},32.044135,118.852761,0:00,24:00,0,3,4,4.7
242,御池宫(明发新城店),{人文景观},32.070362,118.657618,0:00,24:00,0,0.5,2,4.2
243,中山陵园史迹陈列,{红色景点},32.0527,118.841,8:30,17:00,0,2,3.5,4
244,四方当代艺术湖区,{美术馆/艺术馆;网红打卡点;小众秘境},32.119418,118.650804,10:00,17:00,20,2.5,3,4.1
245,天妃宫,{历史古迹},32.097706,118.753193,0:00,17:00,0,1,2.5,4.6
