id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime,star
75,正佳科学馆·正佳天文馆,{游乐园/体育娱乐;亲子友好;沉浸式体验},23.138001,113.333422,10:00,20:00,0,1,1.5,4.4
76,云台花园,{公园;小众秘境},23.163796,113.29808,0:00,18:00,0,2,3,4.8
77,孙中山大元帅府纪念馆,{博物馆/纪念馆;红色景点},23.116337,113.285651,8:30,17:30,0,2,3,4
78,光孝寺,{历史古迹},23.135332,113.263078,8:30,16:30,0,2,2.5,4.6
79,南沙湿地,{自然风光;小众秘境},22.617149,113.654605,9:00,17:00,36,3,4,3.8
80,南沙游艇会,{游乐园/体育娱乐;夜经济热点},22.783418,113.608285,9:00,21:00,0,2.5,4,4.7
81,流溪河国家森林公园,{自然风光;小众秘境},23.756617,113.789932,8:00,17:00,20,0.5,1,4.4
82,九龙湖度假区,{游乐园/体育娱乐;亲子友好},23.480803,113.419942,0:00,24:00,0,2,3,4.1
83,黄金海岸水上乐园,{游乐园/体育娱乐;亲子友好},23.110856,113.299853,0:00,24:00,0,1.5,3,4.2
84,白云飞索,{游乐园/体育娱乐;沉浸式体验},23.191107,113.311189,10:30,17:30,0,1.5,2,4.5
85,广州市文化馆(新馆),{美术馆/艺术馆;网红打卡点},23.081787,113.33519,9:00,17:30,0,2.5,4,4.5
86,流花湖公园,{公园;小众秘境},23.143355,113.257705,0:00,22:00,0,2.5,4,4.8
87,圆玄道观,{人文景观},23.405862,113.186642,8:00,17:00,15,1,1.5,4.7
88,南汉二陵博物馆,{博物馆/纪念馆},23.053533,113.390497,9:00,17:30,0,0.5,1,4.7
89,黄花岗七十二烈士墓,{红色景点;红色景点},23.146964,113.300857,6:30,21:00,0,1,2,4.7
90,粤海关博物馆,{博物馆/纪念馆},23.113315,113.257528,9:00,16:00,0,1,2,4.7
91,广州图书馆,{人文景观;小众秘境},23.122229,113.331974,9:00,21:00,0,2.5,4,4.8
92,花都香草世界,{游乐园/体育娱乐;亲子友好},23.467507,113.267391,9:00,18:00,65,2,2.5,4.3
93,猎德大桥,{人文景观;城市地标},23.117739,113.340408,0:00,24:00,0,2.5,4,4.8
94,广州好普艺术博物馆,{博物馆/纪念馆},23.1741,113.464,9:00,18:00,0,1,2,4.3
95,二沙岛,{公园;小众秘境},23.115879,113.311347,0:00,24:00,0,1.5,2,4.8
96,正佳广场,{商业街区;亲子友好;夜经济热点},23.137887,113.333548,10:00,22:00,0,0.5,1.5,4.8
97,白云山索道,{游乐园/体育娱乐;沉浸式体验},23.163525,113.302034,9:00,18:00,0,1.5,2,4.8
98,空中缆车,{游乐园/体育娱乐;沉浸式体验},23.006068,113.324758,10:30,17:30,0,1,2.5,
99,TIT创意园,{人文景观;网红打卡点;夜经济热点},23.105729,113.33187,0:00,21:00,0,1,2,4.7
100,广州市都城隍庙,{历史古迹;非遗体验},23.132731,113.2775,0:00,17:00,0,1,2,4.8
101,世间香境·七溪地,{文化旅游区;小众秘境},23.536018,113.396561,9:00,18:00,0,2,3,4.5
102,长洲岛,{自然风光},23.082388,113.442626,0:00,24:00,0,0.5,1,4.7
103,南海神庙,{历史古迹},23.087583,113.504607,9:00,17:00,20,1,2.5,4.3
104,广州地铁博物馆,{博物馆/纪念馆;亲子友好;沉浸式体验},23.101949,113.389465,10:00,16:00,0,1,2.5,4.7
105,黄埔古港,{历史古迹;夜经济热点},23.095461,113.396026,0:00,24:00,0,3,4,4.7
106,溪头旅游村,{文化旅游区;小众秘境},23.719128,113.873632,0:00,24:00,100,1.5,3,4.4
107,大浪淘沙(冼村路店),{商业街区;夜经济热点},23.12225,113.334984,0:00,24:00,0,0.5,2,4.6
108,头号玩家广东广州跳伞基地,{游乐园/体育娱乐;沉浸式体验},23.141299,113.349842,8:00,23:30,0,2,3,3.8
109,辛亥革命纪念馆,{博物馆/纪念馆;红色景点},23.078246,113.426816,9:00,17:00,0,3,3.5,5
110,龙津西西关大屋区,{历史古迹},23.125071,113.242277,9:00,17:30,0,0.5,2,4.6
111,广州水上巴士,{游乐园/体育娱乐;亲子友好},23.112249,113.246822,7:00,18:30,0,3,4,4.5
112,广州市儿童公园,{公园;亲子友好},23.190304,113.278107,8:00,18:00,0,2,3,4.8
113,海鸥岛,{游乐园/体育娱乐;小众秘境},22.97941,113.531663,0:00,24:00,0,2,2.5,4.6
114,五羊石雕,{人文景观;网红打卡点;城市地标},23.144145,113.269391,0:00,22:00,0,0.5,1.5,4.7
115,广州铁路博物馆,{博物馆/纪念馆},23.117024,113.238448,9:00,16:00,0,0.5,1.5,4.6
116,南沙水鸟世界生态公园,{公园;亲子友好},22.619486,113.643696,9:00,17:00,0,0.5,1,4.5
117,天河公园,{公园;小众秘境},23.134103,113.371801,6:30,22:00,0,3,3.5,4.7
118,广州艺术博物院,{美术馆/艺术馆},23.149166,113.28707,9:00,17:00,0,0.5,1,4.8
119,疯狂的麦咭(广州体验馆),{游乐园/体育娱乐;沉浸式体验},22.976506,113.308682,13:00,22:00,0,1.5,2,4.7
120,广东美术馆,{美术馆/艺术馆;网红打卡点},23.114039,113.313698,9:00,17:00,0,1,2,4.8
121,宝能广州国际体育演艺中心,{游乐园/体育娱乐;沉浸式体验},23.181722,113.489011,8:30,17:00,0,1,2,4
122,保利世贸博览馆,{博物馆/纪念馆},23.103718,113.372736,0:00,24:00,0,2,3,4.8
123,客村,{商业街区;夜经济热点},23.101735,113.325925,0:00,24:00,0,1.5,2,4.6
124,农民运动讲习所旧址,{红色景点;红色景点},23.13386,113.28287,9:00,17:30,0,2.5,3,3.4
125,广州华夏世嘉都市乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},23.195674,113.600847,10:00,21:00,0,0.5,1.5,4.6
126,广州钧明欢乐世界,{游乐园/体育娱乐;亲子友好},23.195372,113.599518,10:00,20:00,0,1.5,2,4.4
127,白江湖森林公园,{公园;小众秘境},23.503464,113.915041,8:00,19:00,10,0.5,2,4.6
128,琶洲港澳客运口岸,{人文景观;城市地标},23.110248,113.373718,9:00,18:00,0,0.5,1,4.7
129,广州青少年科技馆,{博物馆/纪念馆;亲子友好;沉浸式体验},23.148823,113.278079,9:30,17:00,0,2,3,4.6
130,广州文化公园,{公园;夜经济热点},23.115633,113.257337,7:00,21:30,0,2,3,4.7
131,爱群大厦,{商业街区;城市地标;夜经济热点},23.115593,113.263623,0:00,24:00,0,2.5,4,4.3
132,广州翼·空港文旅小镇,{文化旅游区;小众秘境},23.360714,113.299584,0:00,24:00,0,2,2.5,4.1
133,六榕寺,{历史古迹},23.134141,113.266451,8:00,16:30,0,2,2.5,3.5
134,东山湖公园,{公园;小众秘境},23.122361,113.298465,0:00,21:30,0,0.5,1.5,4.8
135,荔湾博物馆,{博物馆/纪念馆},23.125681,113.242686,9:00,17:00,0,3,3.5,4.7
136,三元里人民抗英斗争纪念馆,{红色景点;红色景点},23.166898,113.266612,9:00,18:00,0,2,3,4.5
137,春阳台,{人文景观;小众秘境},23.341129,113.095442,10:00,18:00,60,0.5,1,4.6
138,有马空间(琶洲店),{游乐园/体育娱乐;沉浸式体验},23.103843,113.363278,0:00,24:00,0,1,2,4.7
139,琶洲塔,{历史古迹;非遗体验},23.105305,113.382269,0:00,24:00,0,1,2,4.7
140,广东省凉茶博物馆,{博物馆/纪念馆;非遗体验},23.185393,113.456405,9:00,17:00,0,3,3.5,4.4
141,珠江琶醍啤酒文化创意艺术区,{文化旅游区;夜经济热点},23.112566,113.346401,17:30,2:00,0,2,3,4.7
142,摩星岭,{自然风光;小众秘境},23.188995,113.307707,0:00,24:00,0,2.5,4,4.8
143,五指山,{自然风光;小众秘境},23.741667,113.81041,8:00,17:00,20,2,3,4.8
144,广州山谷国际旅游度假区,{游乐园/体育娱乐;亲子友好},23.478783,113.597056,9:30,17:30,0,1.5,2,4
145,大夫山森林公园,{公园;小众秘境},22.956343,113.315528,8:00,18:00,0,2.5,3,4.7
146,广东科学馆,{博物馆/纪念馆},23.139717,113.2697,9:30,16:30,0,1,1.5,4.3
147,海珠湖公园,{公园;小众秘境},23.078539,113.330994,8:00,20:00,0,0.5,1.5,4.7
148,沙面堂,{历史古迹},23.112754,113.248153,0:00,24:00,0,3,3.5,4.8
149,天河体育中心,{游乐园/体育娱乐;夜经济热点},23.143232,113.331575,6:00,22:00,0,3,4,4.8
150,星海音乐厅,{美术馆/艺术馆;网红打卡点},23.113815,113.31217,0:00,20:30,0,1,1.5,4.9
151,珠江公园,{公园;小众秘境},23.127287,113.347168,0:00,22:00,0,2,3,4.8
152,黄大仙祠,{人文景观},23.101465,113.233717,0:00,17:30,0,3,4,4.7
153,九龙湖生态公园,{公园;亲子友好},23.47724,113.425418,9:00,17:00,55,1,2.5,3.8
154,番禺儿童公园,{游乐园/体育娱乐;亲子友好},22.967148,113.373662,8:00,21:30,0,1.5,3,4.7
155,越秀山,{公园},23.144092,113.269578,0:00,21:00,0,3,3.5,4.6
156,广州国际金融中心-西塔,{商业街区;城市地标;夜经济热点},23.123486,113.329659,10:00,22:00,0,3,3.5,4.4
157,天河路商圈,{商业街区;夜经济热点},23.147072,113.336053,0:00,24:00,0,0.5,1,4.9
158,广州鲁迅纪念馆,{博物馆/纪念馆;红色景点},23.130224,113.283364,9:00,17:00,0,1,2,4.8
159,三元宫,{历史古迹},23.141037,113.269674,0:00,17:00,0,1,2,4.8
160,白云山国家级风景名胜区-玻璃桥,{自然风光;沉浸式体验},23.176297,113.308671,8:30,17:00,0,2,2.5,4.2
161,南粤苑,{人文景观;亲子友好;小众秘境},22.904203,113.295986,8:30,17:30,42,1.5,2,4.7
162,广东奥体中心,{游乐园/体育娱乐;城市地标},23.146083,113.418268,0:00,24:00,0,1.5,2,4.8
163,TaxiWay飞行中心(广州塔店),{游乐园/体育娱乐;沉浸式体验},23.112219,113.331153,10:00,22:00,288,1,2,4.4
164,广东省古村落小洲村,{历史古迹;小众秘境},23.068246,113.364821,0:00,24:00,0,3,4,4.6
165,马岭观花植物园,{公园;小众秘境},23.48092,113.115289,9:00,17:30,79.9,2,2.5,4.1
166,流溪河,{自然风光;小众秘境},23.309788,113.288276,0:00,24:00,0,0.5,1,4.2
167,天池,{自然风光;小众秘境},22.988796,113.512643,0:00,24:00,0,1.5,2,4.5
168,七彩澳游世界,{游乐园/体育娱乐;亲子友好},23.327309,113.703262,9:30,18:00,52.9,2,2.5,4.2
169,华林禅寺,{历史古迹},23.122428,113.253216,0:00,17:00,0,2,2.5,4.8
170,帽峰山景区,{自然风光;小众秘境},23.308856,113.463457,0:00,17:00,10,0.5,1,4.7
171,虎门大桥,{人文景观;城市地标},22.792189,113.614387,0:00,24:00,0,3,3.5,4.8
172,孙中山纪念馆,{博物馆/纪念馆;红色景点},23.102519,113.303485,8:00,17:00,0,1,2,5
173,白云山风景名胜区-山顶公园,{公园;城市地标},23.177947,113.306399,0:00,24:00,0,2,3.5,4.7
174,天龙溪自然风景区,{自然风光;小众秘境},23.541753,113.256538,9:00,22:00,26.8,3,3.5,4.3
175,广州市麓湖公园,{公园;小众秘境},23.154881,113.289439,0:00,24:00,0,0.5,1.5,4.8
176,南沙滨海湿地景区,{自然风光;小众秘境},22.75522,113.624057,0:00,24:00,0,0.5,1.5,3.8
177,深中大桥,{游乐园/体育娱乐;城市地标},22.564071,113.653126,0:00,24:00,0,2,2.5,4.8
178,桂峰村,{人文景观;小众秘境},23.814063,114.013896,0:00,24:00,0,1,2,4.6
179,大河马水上世界,{游乐园/体育娱乐;亲子友好},23.21988,113.331571,10:00,18:00,55,2,3.5,4.2
180,南沙大角山海滨公园,{公园;夜经济热点},22.756166,113.625676,0:00,24:00,0,2.5,3,4.2
181,广州野恩动物乐园,{游乐园/体育娱乐;亲子友好;猫狗特色},23.142399,113.331733,10:00,22:00,0,1.5,2,4.8
182,南沙滨海泳场,{游乐园/体育娱乐;亲子友好},22.766857,113.62641,9:00,18:00,0,1,2,3.8
183,珠江夜游(海心沙东区码头),{游乐园/体育娱乐;夜经济热点},23.116329,113.333457,16:00,22:30,0,2.5,3,4.6
184,南沙十九涌,{人文景观;美食目的地},22.60589,113.65163,0:00,24:00,0,1,2.5,4.7
185,广州海事博物馆,{博物馆/纪念馆},23.085411,113.508844,8:00,16:00,0,2.5,3,4.6
186,白鹅潭大湾区艺术中心,{美术馆/艺术馆;网红打卡点},23.107106,113.246052,9:00,17:00,0,2.5,4,4.8
187,生态设计小镇,{其它;小众秘境},23.708562,113.727591,9:00,22:00,0,2,3.5,4.5
188,西坊大院文化创意园,{文化旅游区;网红打卡点;夜经济热点},22.943144,113.36367,0:00,24:00,0,2,3,4.6
189,广州白云国际会议中心,{商业街区},23.194991,113.286075,0:00,24:00,0,0.5,2,4.6
190,鱼珠码头,{人文景观;夜经济热点},23.099873,113.436123,0:00,23:30,0,2,3,4.5
191,正佳赛博运动空间,{游乐园/体育娱乐;沉浸式体验},23.13786,113.333634,10:00,22:00,198,1.5,3,4.3
192,番禺欢乐森林,{游乐园/体育娱乐;亲子友好},23.016062,113.446159,10:00,21:00,19.9,2.5,3,4.4
193,长隆欢乐世界-欢乐摩天轮,{游乐园/体育娱乐;亲子友好},23.003416,113.336111,10:00,18:00,0,1.5,2,3.6
194,广东民间工艺博物馆,{博物馆/纪念馆;非遗体验},23.133185,113.252021,9:00,18:00,0,0.5,1.5,4.6
195,天河大观湿地公园,{公园;小众秘境},23.184698,113.429953,0:00,24:00,0,1,2.5,4.6
196,奈尔宝家庭中心(悦汇城店),{游乐园/体育娱乐;亲子友好},23.155555,113.249688,10:00,21:00,0,2.5,3,4.7
197,火炉山森林公园,{公园;小众秘境},23.187005,113.396663,0:00,24:00,0,1,2,4.7
198,南沙慧谷超级堤,{公园;夜经济热点},22.747254,113.612978,0:00,24:00,0,1,1.5,4.7
199,百花园(三堂路店),{公园;网红打卡点},22.944376,113.367285,11:00,14:00,0,2,3,4.3
200,欧洲风情街,{商业街区;网红打卡点;夜经济热点},22.929721,113.361494,0:00,24:00,0,2,3,4.1
201,碧水峡漂流,{游乐园/体育娱乐;沉浸式体验},23.684252,113.770997,13:30,16:30,35,0.5,1.5,4.5
202,广州亚运城综合体育馆,{游乐园/体育娱乐},22.947651,113.488521,9:00,12:00,0,2,3.5,4.8
203,怀圣寺,{历史古迹},23.129071,113.265427,0:00,24:00,0,2,2.5,4.5
204,广州艺术博物院(新馆),{美术馆/艺术馆;网红打卡点},23.106824,113.332724,9:00,17:00,0,0.5,1.5,4.8
205,孙中山文献馆,{博物馆/纪念馆;红色景点},23.130477,113.277149,9:30,17:30,0,1,1.5,4.3
206,广东花都湖国家湿地公园,{公园;小众秘境},23.387857,113.23775,6:30,22:00,0,1,1.5,4.6
207,夜上海(时尚天河商业广场店),{商业街区;美食目的地;夜经济热点},23.139698,113.331829,10:00,22:00,0,0.5,1,4.7
208,广州起义烈士陵园,{红色景点;小众秘境},23.135765,113.292235,0:00,21:00,0,0.5,1.5,5
209,深井古村,{历史古迹},23.082073,113.415391,0:00,24:00,0,0.5,1,4.3
210,广州极动公园,{游乐园/体育娱乐;沉浸式体验},23.109833,113.42645,10:00,21:00,0,2,3.5,4.8
211,派潭镇,{自然风光;节庆限定},23.496063,113.790665,0:00,24:00,0,3,3.5,4.6
212,安华汇欢乐舟主题乐园,{游乐园/体育娱乐;亲子友好},23.223415,113.303516,10:00,19:00,30,0.5,2,4.5
213,海心沙亚运公园-海心沙广场,{公园;城市地标;夜经济热点},23.119151,113.327574,0:00,24:00,0,2,2.5,4.8
214,OMG网红街,{商业街区;网红打卡点;夜经济热点},23.045464,113.323994,9:00,22:00,0,3,4,4.5
215,荔湖公园,{公园;小众秘境},23.247055,113.818367,0:00,24:00,0,1.5,3,4.7
216,广州悬空玻璃艺术馆（天河旗舰店）,{美术馆/艺术馆;网红打卡点;沉浸式体验},23.142293,113.330878,10:00,22:00,39.9,2,3,4.6
217,广州起义纪念馆,{红色景点},23.130345,113.270873,9:00,17:30,0,2.5,4,4.6
218,石头记矿物园,{公园;网红打卡点},23.406978,113.167616,9:00,18:00,55,1,2,4.7
219,广东外事博物馆,{博物馆/纪念馆},23.112228,113.254694,9:00,11:30,0,1,2,4.2
220,马尔代夫欢乐岛,{游乐园/体育娱乐;亲子友好},23.136176,113.683563,9:00,23:00,0,2.5,3,4
221,宝趣玫瑰世界,{游乐园/体育娱乐;网红打卡点},23.627666,113.589991,9:00,18:00,45,2,3,3.3
222,王子山森林公园,{公园;小众秘境},23.573497,113.222987,0:00,17:00,0,2,2.5,4.1
223,沙面岛-江边广场,{人文景观;网红打卡点;夜经济热点},23.111167,113.25089,0:00,24:00,0,0.5,1,4.5
224,广东中医药博物馆,{博物馆/纪念馆;非遗体验},23.06527,113.41211,9:00,16:45,0,0.5,2,4.8
225,林则徐纪念园,{红色景点},23.118215,113.293276,0:00,24:00,0,1,2.5,4.6
226,神农草堂中医药博物馆,{博物馆/纪念馆;非遗体验},23.202979,113.344502,8:30,12:00,0,1,1.5,4.6
227,广州独角兽星空艺术馆,{美术馆/艺术馆;网红打卡点;沉浸式体验},23.128956,113.273693,10:00,22:00,39.8,0.5,1.5,4.5
228,万博中心,{商业街区;夜经济热点},23.013736,113.349203,9:00,17:30,0,0.5,2,4.7
229,增江画廊,{自然风光;小众秘境},23.262268,113.832543,0:00,24:00,0,2,2.5,4.6
230,曼古园,{人文景观;小众秘境},23.408068,113.164816,0:00,22:00,0,1.5,2,4.4
231,黄埔军校史迹第一展馆,{红色景点;非遗体验},23.092223,113.432175,9:00,17:00,0,3,3.5,4.1
232,四海马术,{游乐园/体育娱乐;亲子友好},23.027175,113.454251,9:30,11:00,0,3,4,4.5
233,颠倒博物馆(捷登都会店),{博物馆/纪念馆;沉浸式体验},23.13211,113.27208,10:00,21:00,0,2.5,3,4.1
234,广州近代史博物馆,{博物馆/纪念馆;红色景点},23.134641,113.289774,9:00,17:30,0,1,2.5,4.7
235,南平静修小镇,{文化旅游区;小众秘境},23.556879,113.726403,0:00,24:00,0,2,3,4
236,南越国水关遗址(光明广场),{历史古迹},23.128582,113.273819,14:00,18:00,0,2,2.5,4.6
237,天主教广州教区露德圣母堂,{历史古迹},23.113254,113.254233,6:00,17:00,0,3,3.5,4.6
238,广州番禺直升机观光游览区,{游乐园/体育娱乐;沉浸式体验},22.971341,113.52181,9:00,21:00,499,2,2.5,4.9
239,珠江夜游省总码头,{人文景观;夜经济热点},23.117493,113.268404,17:00,21:30,0,0.5,1,4.1
240,广州古城墙,{历史古迹;城市地标},23.142631,113.269913,0:00,22:00,0,1,2.5,4.5
241,广州名人蜡像馆,{博物馆/纪念馆;沉浸式体验},23.111322,113.331595,9:30,22:30,0,2,3,4.6
242,海幢寺,{历史古迹},23.111474,113.265451,7:00,17:00,0,0.5,1.5,4.8
243,韩江屋,{历史古迹;小众秘境},23.034802,113.371985,9:00,19:00,0,1.5,2,4.6
244,海蚀洞,{自然风光;小众秘境},23.113316,113.607356,0:00,24:00,0,1.5,3,1
