id,name,hotelname_en,featurehoteltype,lat,lon,single_room_price,single_room_stock,king_room_price,king_room_stock,double_bed_price,double_bed_stock,family_room_price,family_room_stock
25,杭州艺尚雷迪森广场酒店,LANDISON PLAZA  E-FASHION  HOTEL  HANGZHOU,泳池,30.385572,120.291436,434,0,499,1,499,0,659,1
26,杭州紫金港莎玛酒店,Shama Serviced Apartments Zijingang Hangzhou,管家服务,30.29942,120.097448,365,2,420,2,420,0,554,1
27,杭州中都青山湖畔大酒店,Hangzhou Wonderland Hotel,泳池,30.228687,119.764833,503,1,578,0,578,0,763,1
28,杭州钱江湾开元名都酒店,Hangzhou Qianjiangwan New Century Grand Hotel,家庭房,30.168164,120.134016,425,1,488,1,488,1,644,1
29,杭州金马饭店,Jinma Palace,泳池,30.170511,120.287331,370,3,425,0,425,4,561,1
30,杭州西湖武林Pagoda君亭设计酒店,Hangzhou West Lake Wulin Pagoda Junting Design Hotel,管家服务,30.269229,120.168384,468,0,538,1,538,4,710,1
31,杭州锦豪雷迪森酒店,Landison Jinhao Hotel Hangzhou,停车场,30.007298,119.92966,389,2,447,0,447,0,590,2
32,杭州西湖中维香溢大酒店,Hangzhou West Lake Zhongwei Xiangyi Hotel,机器人服务,30.251167,120.174776,356,1,409,1,409,1,540,0
33,杭州开元名都大酒店,New Century Grand Hotel Hangzhou,泳池,30.179774,120.268289,505,1,580,0,580,0,766,1
34,浙江饭店,Zhejiang Hotel,免费停车,30.263373,120.163326,423,1,486,1,486,3,642,0
35,杭州滨江奥体亚朵S酒店,Atour S Hotel Hangzhou Binjiang Olympic Sports,免费停车,30.211329,120.216655,526,1,605,0,605,3,799,4
36,杭州友好饭店,Friendship Hotel Hangzhou,免费停车,30.253756,120.166437,459,2,528,2,528,0,697,1
37,杭州望湖宾馆,Lakeview Hotel Hangzhou,窗外好景,30.258457,120.158973,528,1,607,1,607,2,801,3
38,杭州西湖庆春路城际酒店,IntercityHotel Hangzhou West Lake Qingchun Road,免费停车,30.258103,120.190361,519,1,597,1,597,5,788,1
39,杭州星都宾馆,Hangzhou Xingdu Hotel,免费停车,30.27906,120.153823,407,1,468,1,468,2,618,2
40,杭州马可波罗假日酒店(西湖店),Merchant Marco Hotel,湖景房,30.254476,120.168205,382,4,439,0,439,1,579,2
41,桔子水晶杭州西湖湖滨银泰酒店,Crystal Orange Hotel(Hangzhou West Lake),湖畔美居,30.251102,120.171332,375,0,431,1,431,2,569,3
42,杭州钱江世纪城国际博览中心希尔顿欢朋酒店,Hampton by Hilton Hangzhou Qianjiang Century City International Expo Center,免费停车,30.233822,120.255283,353,1,406,0,406,1,536,0
43,杭州雷迪森铂丽大饭店,Grand Parkray Hangzhou,泳池,30.203022,120.268241,522,0,600,0,600,1,792,1
44,杭州西湖仁和饭店(湖滨银泰龙翔桥店),Ren He Hotel,湖景房,30.252076,120.163529,358,3,412,2,412,0,544,2
45,杭州西湖希尔顿欢朋酒店,Hampton by Hilton,免费停车,30.25701,120.183338,450,2,517,2,517,1,682,3
46,杭州西湖东智选假日酒店,Holiday Inn Express Hangzhou West Lake East,免费停车,30.245503,120.181963,392,2,450,1,450,1,594,1
47,桔子水晶杭州西湖酒店,Crystal Orange Hotel (Hangzhou West Lake),机器人服务,30.237964,120.158613,452,1,519,0,519,0,685,0
48,杭州西湖亚朵音乐酒店,Atour  Music Hotel(Hangzhou West Lake ),免费停车,30.267026,120.128707,435,1,500,3,500,2,660,2
49,杭州博奥开元名都酒店,Grand New Century Hotel (Hangzhou Boao),泳池,30.183031,120.24237,505,2,580,3,580,0,766,3
50,浙江大酒店,Zhejiang Grand Hotel,充电桩,30.268885,120.162888,418,1,480,2,480,3,634,2
51,杭州萧山人民广场希尔顿欢朋酒店,Hampton by Hilton Hangzhou Xiaoshan People's Square,免费停车,30.188408,120.266725,434,1,499,1,499,1,659,0
52,杭州西湖湖滨中山北路亚朵酒店,Atour Hotel(Hangzhou Zhongshan North Road),免费停车,30.260517,120.1689,427,2,491,2,491,1,648,2
53,杭州殊胜龙井酒店,Hangzhou Shusheng Longjing Floor Heating Hotel,管家服务,30.245905,120.123139,538,2,618,1,618,1,816,2
54,杭州浙旅开元名庭大酒店,Hangzhou Zhelv Kaiyuan Mingting Hotel,免费停车,30.286356,120.218951,348,1,400,0,400,3,528,1
55,杭州西湖湖滨延安路亚朵X酒店,"Yaduo X Hotel, Yan'an Road, West Lake, Hangzhou",湖畔美居,30.257614,120.164192,458,2,526,2,526,0,694,3
56,杭州富春山居高尔夫度假村,Fuchun Mountain Residence Golf Resort,桑拿,30.077079,119.993296,1831,0,2105,0,2105,0,2779,1
57,杭州西溪景顺丽呈酒店,Hangzhou Xixi Jingshun Rezen Hotel,泳池,30.228629,120.049879,316,1,363,2,363,1,479,4
58,杭州浙大紫金港美爵酒店,Grand Mercure Hangzhou Zijingang,泳池,30.310454,120.112551,469,1,539,1,539,1,711,3
59,杭州新天地丽笙酒店,Radisson Blu Hangzhou Xintiandi,SPA,30.326301,120.17902,585,0,672,3,672,1,887,3
60,杭州博地中心丽筠酒店,Radisson Hangzhou Qianjiang,泳池,30.234977,120.251933,528,1,607,2,607,2,801,3
61,杭州花家山庄,Hangzhou Hua Jia Shan Resort,湖景房,30.223352,120.132363,659,0,758,0,758,1,1001,0
62,杭州西湖大华饭店,Grand Hotel,中式庭院,30.248944,120.160143,798,0,917,2,917,3,1210,0
63,桔子水晶杭州钱江新城西湖酒店,Orange Crystal Hangzhou Qianjiang New Town West Lake Hotel,江河景房,30.235413,120.195336,359,2,413,1,413,2,545,1
64,杭州中科久泰饭店,Hangzhou Jiutai Hotel,泳池,30.239425,120.212509,1121,0,1288,0,1288,1,1700,0
65,杭州西溪悦榕庄,Banyan Tree Hangzhou,泳池,30.267338,120.087028,2023,1,2325,1,2325,0,3069,0
66,杭州温德姆至尊豪廷大酒店,Wyndham Grand Plaza Royale Hangzhou,山景房,30.262684,120.159057,748,1,860,2,860,2,1135,1
67,杭州君悦酒店,Grand Hyatt Hangzhou,动人夜景,30.254835,120.161509,1301,3,1495,0,1495,0,1973,0
68,CityNote希诺酒店(杭州西湖湖滨银泰店),CityNote Hotel (Hangzhou Xihu Lakeside Yintai Branch),湖景房,30.250372,120.168973,290,0,333,1,333,1,440,1
69,杭州万合酒店(西湖风景区水澄桥地铁站店),Vanhe Hotel,免费停车,30.206154,120.156867,372,3,428,1,428,1,565,1
70,杭州黄龙饭店,The Dragon Hotel Hangzhou,桑拿,30.266832,120.143189,696,3,800,3,800,2,1056,0
71,凤起潮鸣·黄龙饭店,Feng Qi Chao Ming·The Dragon,泳池,30.263682,120.186911,695,1,799,0,799,0,1055,0
72,浙江西湖山庄,West Lake Villa,山景房,30.255122,120.141576,938,1,1078,5,1078,1,1423,0
73,杭州所见·西溪度假酒店,Savoir Resort,设计师酒店,30.275334,120.068692,2010,3,2310,0,2310,5,3049,0
74,杭州法云安缦,Amanfayun,泳池,30.235328,120.097504,5002,1,5750,1,5750,1,7590,1
75,杭州英冠索菲特酒店,Sofitel Hangzhou Yingguan,SPA,30.206904,120.249002,940,0,1080,1,1080,3,1426,1
76,杭州绿城尊蓝钱江豪华精选酒店,"The Azure Qiantang, a Luxury Collection Hotel, Hangzhou",泳池,30.22464,120.196688,1043,0,1199,0,1199,0,1583,1
77,罗莱夏朵·杭州紫萱度假村,Relais & Chateaux Seven Villas Hangzhou,桑拿,30.229213,120.133714,3393,1,3900,2,3900,1,5148,1
78,杭州滨江星光大道亚朵酒店,Atour Hotel Hangzhou Binjiang Avenue of Stars,免费停车,30.209172,120.205202,427,1,491,0,491,1,648,0
79,杭州木守西溪酒店,Small Luxury Hotels of The Word-Hangzhou Muh Shoou Xixi Hotel,泳池,30.255041,120.053005,2001,0,2300,3,2300,1,3036,1
80,杭州良渚洲际酒店,Intercontinental Hangzhou Liangzhu,泳池,30.363859,120.057596,860,2,989,1,989,0,1305,0
81,杭州龙湖紫荆天街帕卡城市酒店,Parca Rezen Hotel,SPA,30.322643,120.100222,347,2,399,4,399,0,527,0
82,杭州湘湖逍遥庄园,Xianghu Xiaoyao Manor,桑拿,30.157594,120.231249,947,3,1088,3,1088,1,1436,1
83,杭州城北文澜大酒店,Northern Wenlan Hangzhou Hotel,泳池,30.305217,120.127802,528,2,607,0,607,1,801,1
84,杭州滨江宝龙城亚朵酒店,Atour Hotel Hangzhou Binjiang Baolongcheng,机器人服务,30.185971,120.171103,389,0,447,1,447,1,590,0
85,杭州西溪天堂丽呈西轩酒店,Rezen High Xuan SPA Hotel Hangzhou Xixi,管家服务,30.26527,120.087509,630,2,724,1,724,0,956,3
86,杭州心隅设计师酒店,The Nook Hotel Hangzhou,山景房,30.26868,120.111646,513,3,590,2,590,0,779,2
87,杭州上城英迪格酒店,"Indigo Hangzhou Uptown, an IHG Hotel",泳池,30.204505,120.151211,804,1,924,0,924,1,1220,0
88,杭州钱江新城雷迪森维嘉酒店,Veegle By Landison Hotel Hangzhou Qianjiang New City,免费停车,30.238804,120.208113,310,0,356,0,356,1,470,0
89,杭州西湖武林广场延安路亚朵X酒店,"Atour X Hotel, Yan'an Road, Wulin Square, West Lake, Hangzhou",免费停车,30.266229,120.164277,373,2,429,2,429,2,566,2
90,杭州纳德世家,Nade ShiJia,免费停车,30.273204,120.157524,434,0,499,0,499,2,659,1
91,杭州钱江新城庆春广场亚朵酒店,Atour HotelHangzhou Qianjiang Xincheng qingchun Square Atour Hotel,免费停车,30.262108,120.207157,365,2,420,2,420,1,554,0
92,美豪丽致酒店(杭州钱江世纪城奥体博览城店),LIZ HOTEL,免费停车,30.23004,120.252871,404,1,464,2,464,2,612,1
93,杭州西湖文化广场地铁站上塘路亚朵酒店,"Atour Hotel (Shangtang Road, West Lake Culture Square)",免费停车,30.280024,120.169883,358,0,412,3,412,0,544,1
94,杭州湘湖逍遥庄园·香园,XIANGHU XIAOYAO MANOR XIANG VILLA,泳池,30.157595,120.231247,2233,3,2567,1,2567,2,3388,1
95,丽呈東谷酒店(杭州钱江世纪城奥体博览城店),Rezen Dong Hotel Hangzhou Qianjiang Century City Olympic and International Expo Center,免费停车,30.231255,120.258188,373,2,429,1,429,0,566,4
96,杭州西溪喜来登度假大酒店,Sheraton Grand Hangzhou Wetland Park Resort,桑拿,30.267639,120.088753,695,1,799,1,799,1,1055,4
97,杭州远洋凯宾斯基酒店,Kempinski Hotel Hangzhou,桑拿,30.306642,120.140958,896,0,1030,0,1030,1,1360,5
98,杭州云中径度假酒店,Hangzhou Yunzhongjing Resort,泳池,30.193701,120.094306,1121,1,1288,0,1288,1,1700,1
99,杭州Vallie酒店,Vallie Hotel,管家服务,30.196725,120.131664,5046,0,5800,1,5800,1,7656,0
100,杭州钱江新城禧玥酒店,JOYA Hangzhou Qianjiang CBD,免费停车,30.241558,120.206425,690,0,793,0,793,2,1047,1
101,杭州萧山众安假日酒店,Holiday Inn Hangzhou Xiaoshan Zhong an,免费停车,30.17796,120.263125,355,0,408,2,408,3,539,0
102,杭州国寿君澜大饭店,Guoshou Narada Grand Hotel,免费停车,30.250219,120.210929,825,1,948,2,948,0,1251,2
103,杭州西溪悦椿度假酒店,Angsana Hangzhou,泳池,30.26566,120.088592,548,1,630,1,630,0,832,2
104,杭州奥克斯中心皇冠假日酒店,Crowne Plaza HANGZHOU SCIENCE CITY,行政酒廊,30.280249,119.998152,847,2,973,2,973,1,1284,2
105,杭州明豪voco酒店,voco Hangzhou Binjiang Minghao,管家服务,30.202743,120.202772,699,0,804,0,804,1,1061,0
106,宜尚PLUS酒店(杭州滨江星光大道店),ECHARM PLUS Hotel Hangzhou(Binjiang Star Avenue ),免费停车,30.208324,120.209671,333,3,383,0,383,0,506,1
107,杭州新新饭店,Hangzhou The New Hotel,历史名宅,30.256038,120.143979,964,2,1108,1,1108,1,1463,4
108,杭州托尼洛·兰博基尼ROSSO酒店,Tonino Lamborghini Rosso Hangzhou,亲子主题房,30.236837,120.256672,1217,1,1399,0,1399,0,1847,7
109,杭州西湖蝶来雅谷泉山庄,Deefly Yagu Resort,园林建筑,30.226011,120.131945,706,0,811,1,811,0,1071,0
110,杭州奥体华美达安可酒店,Ramada Encore by Wyndham Hangzhou Aoti,免费停车,30.236584,120.238982,391,0,449,0,449,2,593,2
111,杭州凡云西溪酒店,HANGZHOU FAERY XIXI HOTEL,湖景房,30.274281,120.069982,1478,0,1699,0,1699,2,2243,0
112,杭州西溪花间堂,Blossom House Xixi Hangzhou,管家服务,30.251353,120.054187,750,1,862,0,862,2,1138,0
113,杭州庐境西溪酒店,The Lucid Resort Xixi,泳池,30.281847,120.066618,554,2,637,1,637,0,841,0
114,杭州千禧度假酒店,Millennium Resort Hangzhou,泳池,30.189194,120.116638,773,1,888,2,888,1,1172,0
115,杭州国际博览中心北辰大酒店,North Star Hangzhou International Expo Center Hotel,免费停车,30.229753,120.240919,555,1,638,0,638,3,842,0
116,杭州西溪谷天目里亚朵酒店,Atour Hotel (Hangzhou Xixigu),免费停车,30.26279,120.09903,404,1,464,1,464,0,612,4
117,杭州转塘美院希尔顿欢朋酒店,Hampton by Hilton Hangzhou Zhuantang Meiyuan,免费停车,30.145628,120.071157,358,1,411,1,411,2,543,1
118,杭州天目山英迪格酒店,Indigo Hangzhou Tianmushan,泳池,30.256308,119.480167,768,1,883,1,883,0,1166,1
119,艺龙酒店(杭州武林广场建国北路店),Yilong Hotel,家庭房,30.265725,120.180414,296,1,340,1,340,1,449,3
120,杭州西湖安隅酒店,ANYU Hotel Hangzhou,山景房,30.217365,120.136139,1564,0,1798,1,1798,1,2373,0
121,丽呈東谷酒店(杭州龙湖西溪天街浙江大学紫金港店),Rezen Dong Hotel (Hangzhou Xixi Longhu Paradise Walk),免费停车,30.295054,120.06891,361,1,415,0,415,0,548,0
122,杭州九里云松度假酒店,Pins De La Brume Hotel,SPA,30.24484,120.113264,1391,1,1599,2,1599,0,2111,2
123,杭州滨江江陵路亚朵酒店,Atour Hotel (Hangzhou Binjiang Jiangling Road),免费停车,30.183205,120.218617,470,0,540,2,540,1,713,3
124,无它心舍(杭州鸬鸟店),Wuta Xinshe Tangquan Homestay (Hangzhou Stork Branch),私人泳池,30.463839,119.752872,951,1,1093,1,1093,1,1443,0
125,杭州雷迪森龙井庄园,Landison Longjing Resort Hangzhou,日光浴场,30.228962,120.114142,644,0,740,0,740,1,977,0
126,杭州萧山江南科技城希尔顿欢朋酒店,Hampton by Hilton Hangzhou Xiaoshan Jiangnan Technology City,免费停车,30.237888,120.347764,373,0,429,0,429,1,566,0
127,桔子水晶杭州萧山建设三路酒店,Crystal Orange Hotel (Hangzhou Xiaoshn Jianshesan Road),免费停车,30.203869,120.267359,351,1,404,2,404,2,533,1
128,杭州西湖区万怡酒店,Courtyard By Marriott Hangzhou Xihu,免费停车,30.329179,120.038282,599,0,688,1,688,0,908,0
129,罗莱夏朵·杭州湖边邨酒店,Relais & Chateaux Chaptel Hangzhou,历史名宅,30.256292,120.161025,2232,0,2565,1,2565,0,3386,1
130,杭州未来科技城希尔顿欢朋酒店(阿里巴巴西溪园区店),Hampton by Hilton Hangzhou Future Technology City (Alibaba Basixi Park),免费停车,30.284171,120.015469,474,1,545,0,545,0,719,0
131,杭州西湖湖滨亚朵酒店,Atour Hotel (Hangzhou West Lake),免费停车,30.263288,120.160649,404,3,464,1,464,1,612,1
132,杭州滨江天街书香世家酒店,Binjiang Scholars Hotel,免费停车,30.195992,120.214323,346,1,398,2,398,0,525,1
133,杭州拱宸桥·财神院(京杭大运河店),Fortune Yard,停车场,30.31692,120.138174,1248,1,1435,3,1435,1,1894,1
134,杭州奥克伍德国际酒店公寓,Oakwood Residence Hangzhou,桑拿,30.27429,120.136798,616,1,708,0,708,0,935,1
135,洲至奢选杭州华夏之心酒店,Continental Luxury Hotel Hangzhou Huaxia Heart Hotel,泳池,30.283141,120.001886,738,2,848,0,848,3,1119,3
136,杭州中冶和璟酒店(西湖店),Zhongyihejing Hotel,健身室,30.291011,120.133909,306,1,352,1,352,0,465,0
137,城市西游里酒店(西湖湖滨店),City West Tourist Hotel (West Lake Hubin Branch),家庭房,30.263489,120.163109,472,1,543,2,543,1,717,3
138,杭州未来科技城同派酒店(火车西站店),Hangzhou Future Technology City Tongpai Hotel (West Railway Station),免费停车,30.281666,119.995632,364,0,418,1,418,2,552,1
139,杭州西湖相宜妆园,West Lake Soeng Ji Villa,空调,30.208564,120.156384,782,1,899,2,899,0,1187,2
140,杭州径山1977酒店,Hangzhou Jingshan 1977 Hotel,网红泳池,30.331518,119.879199,612,3,704,1,704,0,929,0
141,杭州新天地万枫酒店,Fairfield by Marriott Hangzhou Xintiandi,免费停车,30.322535,120.182428,352,0,405,0,405,1,535,4
142,杭州陌领融郡精品度假酒店,Mollin Room Dreams Art Resort,免费停车,30.174294,120.03766,781,0,898,2,898,1,1185,2
143,浙江国际雷迪森广场酒店,PLAZA INTERNATIONAL HOTEL.ZHEJIANG,机器人服务,30.269064,120.170324,343,1,394,1,394,0,520,2
144,杭州浙大城市学院西联桥亚朵酒店,"Atour Hotel West Lianqiao, Zhejiang University, Hangzhou",窗外好景,30.317549,120.164865,335,1,385,0,385,0,508,0
145,湘湖自由庄园,Xianghu Liberty Manor,网红泳池,30.134225,120.207774,940,3,1081,0,1081,1,1427,2
146,杭州紫金港国际饭店,Zijingang International Hotel,免费停车,30.306753,120.094615,386,1,444,1,444,2,586,1
147,杭州领军酒店(钱江新城店),Hangzhou Lingjun Hotel Apartment (Qianjiang New Town Shop),酒店公寓,30.251302,120.219729,360,1,414,1,414,1,546,1
148,杭州西湖黄龙城际酒店,Intercity Hangzhou West Lake Huanglong Hotel,停车场,30.27234,120.117588,374,2,430,0,430,2,568,3
149,杭州野风君亭酒店,SSAW Boutique Hotel Hangzhou Wildwind,免费停车,30.288868,120.17535,455,3,523,1,523,0,690,3
150,那云星空宿酒店(杭州西溪店),Nayun Xingkong  Hotel (Hangzhou Xixi Branch),免费停车,30.254715,120.020336,348,1,400,2,400,1,528,3
151,杭州滨江浙商发展大厦亚朵S酒店,Atour S Hotel Hangzhou Binjiang Zheshang Development Building,家庭房,30.196881,120.195761,465,1,535,2,535,1,706,1
152,美豪丽致酒店(杭州西溪湿地科技城店),Mehood Lestie Hotel (Hangzhou Xixi Wetland Science and Technology City),免费停车,30.251441,120.038992,302,2,347,2,347,1,458,1
153,杭州四季青庆菱路地铁站亚朵酒店,Atour Hotel Hangzhou Siji Qingqingyu Road Metro Station,停车场,30.25817,120.192269,343,2,394,1,394,0,520,2
154,杭州浙大圆正启真水晶酒店,Qizhen Crystal Hotel,免费停车,30.301519,120.097684,312,0,359,0,359,1,474,1
155,杭州大厦,Hangzhou Tower Hotel,免费停车,30.271902,120.161119,485,1,558,0,558,1,737,2
156,杭州悦东湖美仑国际酒店,Grand Madison Hangzhou  Yuedonghu Hotel,免费停车,30.429314,120.307869,344,1,395,0,395,1,521,0
157,杭州运河海歆酒店,Hang zhou Canal Seagull Hotel,停车场,30.367565,120.136993,310,1,356,3,356,1,470,1
158,花筑·杭州轩湖阁民宿,Floral Hotel · Xuan Hu Ge Hangzhou,免费停车,30.406678,119.890739,392,0,450,2,450,0,594,0
159,之江印象君亭酒店(杭州转塘美院象山地铁站店),SSAW Boutique Hotel ZHIJIANG IMPRESSION,免费停车,30.145491,120.077791,338,2,388,1,388,1,512,0
160,杭州凤凰艺馆酒店,Hangzhou Phoenix Creative Hotel,管家服务,30.139096,120.070128,259,0,298,0,298,0,393,1
161,杭州华顶国际大酒店,Huading International Hotel,免费停车,30.288366,120.113225,360,1,414,0,414,2,546,0
162,浙江宾馆,Zhejiang Hotel,湖景房,30.232228,120.128058,512,2,589,0,589,1,777,1
163,时光漫步S酒店(杭州西湖银泰店),Nostalgia S Hotel (Hangzhou West Lake Yintai),家庭房,30.240082,120.174671,349,1,401,0,401,1,529,2
164,杭州溪上云间酒店,Xishang Yunjian Holiday Hotel,免费停车,30.272987,120.069251,430,0,494,1,494,0,652,0
165,杭州西溪元茂福楼酒店,Yuanmao Fulou Hotel,免费停车,30.264696,120.090083,425,1,488,0,488,2,644,0
166,杭州西溪素上酒店,Xixi Susun Hotel,免费停车,30.246022,120.05569,337,0,387,1,387,1,511,0
167,杭州拱墅假日酒店,Holiday Inn Hangzhou Gongshu,免费停车,30.324909,120.120593,432,1,497,2,497,1,656,1
168,宝盛道谷酒店(杭州奥体中心店),Blossom Tao Hotel (Hangzhou International Expo Center),免费停车,30.238444,120.246341,356,1,409,3,409,2,540,0
169,浙江金都宾馆,Jindu Hotel,免费停车,30.271708,120.137099,345,0,396,0,396,2,523,0
170,Gallery27艺术中心酒店(滨江星光大道店),Gallery27 hotel(bingjiangxingguangdadaodian),影音房,30.20692,120.210525,398,1,458,2,458,0,605,1
171,天目山上客堂禅意酒店,Shangketang Chanye Hotel,免费停车,30.321541,119.448333,412,2,474,1,474,1,626,2
172,杭州西溪瑞莱克斯大酒店,Relax Hotel,免费停车,30.25646,120.038685,304,3,349,0,349,2,461,0
173,杭州运·河院子酒店,The Grand Canal Courtyard Hangzhou,江河景房,30.306521,120.137372,429,2,493,1,493,1,651,1
174,杭州花千谷民宿,Huaqiangu Hostel,免费停车,30.387915,119.563448,465,0,535,0,535,1,706,0
175,杭州临安夏尔·亲子度假溯溪民宿,Hangzhou Lin'an Xia'er · Parent Child Vacation and River Tracing Homestay,免费停车,30.373748,119.56274,434,3,499,1,499,1,659,2
176,兰斐酒店(杭州钱江世纪城奥体中心店),Lanfei Hotel (Hangzhou Qianjiang Century City Olympic Sports Center),免费停车,30.23164,120.257303,311,2,357,0,357,1,471,1
177,嘉海·Yaza House酒店,Jiahai • Yaza House Hotel,免费停车,30.270321,120.135023,439,0,505,0,505,1,667,0
178,杭州帝景大酒店,Dijing Hotel,免费停车,30.289021,120.066177,316,0,363,2,363,1,479,0
179,西湖若白雅苑民宿(浴鹄湾店),Ruobai Yayuan Homestay,免费停车,30.224803,120.137131,824,0,947,1,947,1,1250,2
180,杭州大会展中心假日酒店,Holiday Inn Hangzhou Grand Convention and Exhibition Center (GCEC),停车场,30.267845,120.415515,439,5,505,1,505,1,667,1
181,杭州余杭王位山恬园美垆民宿,Hangzhou Yuhang Wangwei Mountain Liyuan Meiyi Homestay,免费停车,30.473187,119.799286,376,2,432,1,432,1,570,1
182,天港漫非酒店(杭州西湖区店),Tiangang Manfei Hotel (Hangzhou Xihu District Branch),网红泳池,30.254735,120.130635,313,2,360,1,360,1,475,0
183,杭州电子科技大学国际交流中心酒店,International Communication Center of HUD,免费停车,30.311533,120.34707,327,0,376,2,376,1,496,1
184,亲橙客栈(云谷店),Qincheng Inn,停车场,30.316989,120.022218,338,1,388,2,388,0,512,2
185,杭州洪园·栖溪隐秀度假山庄,Hangzhou Hongyuan Qixi YinXiu Holiday Resort,管家服务,30.266824,120.048445,485,2,558,0,558,1,737,0
186,杭州东方银河汇酒店,Grand Hyatt Hangzhou Galaxy Hotel,免费停车,30.251091,120.219876,359,0,413,0,413,2,545,1
187,杭州柏锦花园酒店,Hangzhou Bojin Huayuan Hotel,免费停车,30.244314,120.034319,338,1,388,1,388,0,512,0
188,杭州钱江世纪城智选假日酒店,Holiday Inn Express Hangzhou Qianjiang Century City,停车场,30.21608,120.270871,306,2,352,2,352,1,465,2
189,西湖简象酒店(龙井桂雨店),West Lake Ele Jane Hotel (Longjing Guiyu Branch),民宿,30.216916,120.123592,418,0,480,3,480,1,634,1
190,西湖天伦精品酒店,West Lake Tea Boutique Hotel,免费停车,30.258241,120.123454,398,1,458,0,458,0,605,2
191,杭州朱阁民宿(西湖景区店),Hangzhou Zhuge Homestay (Xihu Scenic Area),免费停车,30.215972,120.117609,572,0,657,1,657,2,867,0
192,杭州西湖新侨饭店,Hangzhou West Lake Xinqiao Hotel,免费停车,30.250737,120.165582,331,0,381,1,381,2,503,1
193,杭州西湖武林广场建国北路亚朵酒店,Atour Hotel Jianguo North Road Wulin Square West Lake Hangzhou,免费停车,30.264858,120.181204,351,0,403,0,403,1,532,6
